TABLE=026 | AREA=Xã Xuân Thành | SECTION=non-agricultural | SEGMENTS=1
P=0969 | X=0505.390-0522.030 | Y=0236.910-0246.230 | 330
P=0969 | X=0111.890-0342.970 | Y=0252.310-0263.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0969 | X=0111.890-0353.000 | Y=0269.830-0281.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0969 | X=0111.890-0145.410 | Y=0281.380-0292.620 | ≤500m.
P=0969 | X=0111.890-0385.400 | Y=0299.140-0310.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0969 | X=0111.890-0373.660 | Y=0310.660-0321.900 | ra Đường lô 13 đoạn từ Đường tỉnh 766 đến Hết ranh thửa
P=0969 | X=0111.890-0379.270 | Y=0321.940-0333.180 | đất số 535, tờ BĐĐC số 37 về bên phải và hết ranh thửa đất
P=0969 | X=0111.890-0373.180 | Y=0333.460-0344.700 | số 567, tờ BĐĐC số 37 về bên trái, xã Xuân Thành có hiện
P=0969 | X=0111.890-0283.670 | Y=0344.980-0356.220 | trạng là đường nhựa, bê tông xi măng:
P=0969 | X=0095.060-0106.180 | Y=0355.980-0365.300 | 27
P=0969 | X=0408.620-0425.260 | Y=0355.980-0365.300 | 480
P=0969 | X=0445.610-0462.250 | Y=0355.980-0365.300 | 340
P=0969 | X=0505.390-0522.030 | Y=0355.980-0365.300 | 290
P=0969 | X=0111.890-0343.440 | Y=0362.500-0373.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0969 | X=0111.890-0365.200 | Y=0380.040-0391.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0969 | X=0111.890-0206.840 | Y=0391.560-0402.800 | >500m đến ≤1.000m.
P=0969 | X=0111.890-0335.060 | Y=0409.080-0420.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0969 | X=0111.890-0385.400 | Y=0426.840-0438.080 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0969 | X=0111.890-0373.660 | Y=0438.360-0449.600 | ra Đường lô 13 đoạn từ Đường tỉnh 766 đến Hết ranh thửa
P=0969 | X=0111.890-0379.270 | Y=0449.900-0461.140 | đất số 535, tờ BĐĐC số 37 về bên phải và hết ranh thửa đất
P=0969 | X=0111.890-0373.180 | Y=0461.420-0472.660 | số 567, tờ BĐĐC số 37 về bên trái, xã Xuân Thành có hiện
P=0969 | X=0095.060-0283.670 | Y=0472.940-0484.380 | 28 trạng là đường nhựa, bê tông xi măng:
P=0969 | X=0408.620-0425.260 | Y=0475.060-0484.380 | 360
P=0969 | X=0445.610-0462.250 | Y=0475.060-0484.380 | 250
P=0969 | X=0505.390-0522.030 | Y=0475.060-0484.380 | 220
P=0969 | X=0111.890-0353.000 | Y=0490.220-0501.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0969 | X=0111.890-0154.030 | Y=0503.620-0512.940 | >1.000m.
P=0969 | X=0111.890-0335.530 | Y=0519.260-0530.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0969 | X=0306.360-0385.030 | Y=0537.050-0548.290 | Hết ranh thửa đất
P=0969 | X=0306.360-0382.520 | Y=0548.570-0559.810 | số 199, tờ BĐĐC
P=0969 | X=0306.360-0379.160 | Y=0561.970-0571.290 | số 177 (xã Xuân
P=0969 | X=0306.360-0380.370 | Y=0573.490-0582.810 | Lộc) về bên phải
P=0969 | X=0111.890-0211.330 | Y=0577.370-0588.610 | Đường Xuân Thành đi
P=0969 | X=0230.980-0380.150 | Y=0583.130-0594.370 | Đường tỉnh 766 và hết ranh thửa
P=0969 | X=0095.060-0106.180 | Y=0585.010-0594.330 | 29
P=0969 | X=0400.460-0425.510 | Y=0585.010-0594.330 | 1.200
P=0969 | X=0445.610-0462.250 | Y=0585.010-0594.330 | 840
P=0969 | X=0505.390-0522.030 | Y=0585.010-0594.330 | 720
P=0969 | X=0111.890-0158.290 | Y=0590.770-0600.090 | Trảng Táo
P=0969 | X=0306.360-0373.710 | Y=0594.650-0605.890 | đất số 1759, tờ
P=0969 | X=0306.360-0375.590 | Y=0606.170-0617.410 | BĐĐC số 50 về
P=0969 | X=0306.360-0382.510 | Y=0619.590-0628.910 | bên trái (xã Xuân
P=0969 | X=0306.360-0338.040 | Y=0631.110-0640.430 | Thành)
P=0969 | X=0111.890-0386.130 | Y=0646.750-0657.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0969 | X=0111.890-0370.290 | Y=0658.270-0669.510 | Thành đi Trảng Táo đoạn từ Đường tỉnh 766 đến Hết ranh
P=0969 | X=0095.060-0380.370 | Y=0669.790-0681.030 | 30 thửa đất số 199, tờ BĐĐC số 177 (xã Xuân Lộc) về bên phải
P=0969 | X=0408.620-0425.260 | Y=0671.670-0680.990 | 620
P=0969 | X=0445.610-0462.250 | Y=0671.670-0680.990 | 430
P=0969 | X=0505.390-0522.030 | Y=0671.670-0680.990 | 370
P=0969 | X=0111.890-0380.110 | Y=0681.310-0692.550 | và hết ranh thửa đất số 1759, tờ BĐĐC số 50 về bên trái (xã
P=0969 | X=0111.890-0379.470 | Y=0692.830-0704.070 | Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0970 | X=0111.890-0342.970 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0970 | X=0111.890-0353.000 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0970 | X=0111.890-0145.410 | Y=0107.540-0118.780 | ≤500m.
P=0970 | X=0111.890-0386.130 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0970 | X=0111.890-0370.290 | Y=0136.850-0148.090 | Thành đi Trảng Táo đoạn từ Đường tỉnh 766 đến Hết ranh
P=0970 | X=0111.890-0380.370 | Y=0148.370-0159.610 | thửa đất số 199, tờ BĐĐC số 177 (xã Xuân Lộc) về bên phải
P=0970 | X=0111.890-0380.110 | Y=0159.650-0170.890 | và hết ranh thửa đất số 1759, tờ BĐĐC số 50 về bên trái (xã
P=0970 | X=0111.890-0379.470 | Y=0171.170-0182.410 | Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0970 | X=0095.060-0106.180 | Y=0182.170-0191.490 | 31
P=0970 | X=0408.620-0425.260 | Y=0182.170-0191.490 | 550
P=0970 | X=0445.610-0462.250 | Y=0182.170-0191.490 | 390
P=0970 | X=0505.390-0522.030 | Y=0182.170-0191.490 | 330
P=0970 | X=0111.890-0343.440 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0970 | X=0111.890-0365.200 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0970 | X=0111.890-0206.840 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=0970 | X=0111.890-0335.060 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0970 | X=0111.890-0386.130 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0970 | X=0111.890-0370.290 | Y=0264.550-0275.790 | Thành đi Trảng Táo đoạn từ Đường tỉnh 766 đến Hết ranh
P=0970 | X=0111.890-0380.370 | Y=0276.070-0287.310 | thửa đất số 199, tờ BĐĐC số 177 (xã Xuân Lộc) về bên phải
P=0970 | X=0111.890-0380.110 | Y=0287.620-0298.860 | và hết ranh thửa đất số 1759, tờ BĐĐC số 50 về bên trái (xã
P=0970 | X=0095.060-0379.470 | Y=0299.140-0310.580 | 32 Xuân Thành) có hiện trạng là đường nhựa, bê tông xi măng:
P=0970 | X=0408.620-0425.260 | Y=0301.260-0310.580 | 410
P=0970 | X=0445.610-0462.250 | Y=0301.260-0310.580 | 290
P=0970 | X=0505.390-0522.030 | Y=0301.260-0310.580 | 250
P=0970 | X=0111.890-0353.000 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0970 | X=0111.890-0154.030 | Y=0329.820-0339.140 | >1.000m.
P=0970 | X=0111.890-0335.530 | Y=0345.460-0356.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0970 | X=0111.890-0385.400 | Y=0363.220-0374.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0970 | X=0111.890-0382.050 | Y=0374.760-0386.000 | ra Đường Xuân Thành đi Trảng Táo đoạn từ Đường tỉnh 766
P=0970 | X=0111.890-0386.530 | Y=0386.280-0397.520 | đến Hết ranh thửa đất số 199, tờ BĐĐC số 177 (xã Xuân Lộc)
P=0970 | X=0111.890-0381.830 | Y=0397.800-0409.040 | về bên phải và hết ranh thửa đất số 1759, tờ BĐĐC số 50 về
P=0970 | X=0111.890-0369.330 | Y=0409.320-0420.560 | bên trái (xã Xuân Thành) có hiện trạng là đường nhựa, bê
P=0970 | X=0095.060-0106.180 | Y=0417.200-0426.520 | 33
P=0970 | X=0408.620-0425.260 | Y=0417.200-0426.520 | 560
P=0970 | X=0445.610-0462.250 | Y=0417.200-0426.520 | 390
P=0970 | X=0505.390-0522.030 | Y=0417.200-0426.520 | 350
P=0970 | X=0111.890-0172.040 | Y=0420.840-0432.080 | tông xi măng:
P=0970 | X=0111.890-0342.970 | Y=0438.360-0449.600 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0970 | X=0111.890-0353.000 | Y=0455.900-0467.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0970 | X=0111.890-0145.410 | Y=0467.420-0478.660 | ≤500m.
P=0970 | X=0111.890-0385.400 | Y=0485.180-0496.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0970 | X=0111.890-0382.050 | Y=0496.460-0507.700 | ra Đường Xuân Thành đi Trảng Táo đoạn từ Đường tỉnh 766
P=0970 | X=0111.890-0386.530 | Y=0507.980-0519.220 | đến Hết ranh thửa đất số 199, tờ BĐĐC số 177 (xã Xuân Lộc)
P=0970 | X=0111.890-0381.830 | Y=0519.500-0530.740 | về bên phải và hết ranh thửa đất số 1759, tờ BĐĐC số 50 về
P=0970 | X=0111.890-0369.330 | Y=0531.020-0542.260 | bên trái (xã Xuân Thành) có hiện trạng là đường nhựa, bê
P=0970 | X=0095.060-0172.050 | Y=0542.570-0557.130 | 34 tông xi măng:
P=0970 | X=0408.620-0425.260 | Y=0547.810-0557.130 | 500
P=0970 | X=0445.610-0462.250 | Y=0547.810-0557.130 | 350
P=0970 | X=0505.390-0522.030 | Y=0547.810-0557.130 | 300
P=0970 | X=0111.890-0343.440 | Y=0560.090-0571.330 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0970 | X=0111.890-0365.200 | Y=0577.610-0588.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0970 | X=0111.890-0206.840 | Y=0589.130-0600.370 | >500m đến ≤1.000m.
P=0970 | X=0111.890-0335.060 | Y=0606.650-0617.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0970 | X=0111.890-0385.400 | Y=0624.430-0635.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0970 | X=0111.890-0382.050 | Y=0635.950-0647.190 | ra Đường Xuân Thành đi Trảng Táo đoạn từ Đường tỉnh 766
P=0970 | X=0111.890-0386.530 | Y=0647.470-0658.710 | đến Hết ranh thửa đất số 199, tờ BĐĐC số 177 (xã Xuân Lộc)
P=0970 | X=0095.060-0381.830 | Y=0658.750-0673.070 | 35 về bên phải và hết ranh thửa đất số 1759, tờ BĐĐC số 50 về
P=0970 | X=0408.620-0425.260 | Y=0663.750-0673.070 | 370
P=0970 | X=0445.610-0462.250 | Y=0663.750-0673.070 | 260
P=0970 | X=0505.390-0522.030 | Y=0663.750-0673.070 | 220
P=0970 | X=0111.890-0369.330 | Y=0670.270-0681.510 | bên trái (xã Xuân Thành) có hiện trạng là đường nhựa, bê
P=0970 | X=0111.890-0172.050 | Y=0681.790-0693.030 | tông xi măng:
P=0970 | X=0111.890-0353.000 | Y=0699.310-0710.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0971 | X=0111.890-0154.030 | Y=0074.380-0083.700 | >1.000m.
P=0971 | X=0111.890-0335.530 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0971 | X=0306.360-0385.030 | Y=0107.780-0119.020 | Hết ranh thửa đất
P=0971 | X=0306.360-0382.520 | Y=0119.330-0130.570 | số 209, tờ BĐĐC
P=0971 | X=0306.360-0385.410 | Y=0132.730-0142.050 | số 49 về bên phải
P=0971 | X=0306.360-0380.750 | Y=0144.250-0153.570 | (xã Xuân Thành)
P=0971 | X=0111.890-0216.140 | Y=0148.130-0159.370 | Đường Kinh tế - ấp Gia
P=0971 | X=0230.980-0380.150 | Y=0153.650-0164.890 | Đường tỉnh 766 và hết ranh thửa
P=0971 | X=0095.060-0106.180 | Y=0155.530-0164.850 | 36
P=0971 | X=0400.460-0425.510 | Y=0155.530-0164.850 | 1.200
P=0971 | X=0445.610-0462.250 | Y=0155.530-0164.850 | 840
P=0971 | X=0505.390-0522.030 | Y=0155.530-0164.850 | 720
P=0971 | X=0111.890-0130.220 | Y=0161.290-0170.610 | Hòa
P=0971 | X=0306.360-0362.430 | Y=0165.170-0176.410 | đất số 37, tờ
P=0971 | X=0306.360-0381.100 | Y=0176.690-0187.930 | BĐĐC số 173 về
P=0971 | X=0306.360-0382.510 | Y=0190.090-0199.410 | bên trái (xã Xuân
P=0971 | X=0306.360-0325.800 | Y=0201.630-0210.950 | Lộc)
P=0971 | X=0111.890-0383.240 | Y=0217.510-0228.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kinh
P=0971 | X=0111.890-0373.660 | Y=0229.030-0240.270 | tế - ấp Gia Hòa đoạn từ Đường tỉnh 766 đến Hết ranh thửa
P=0971 | X=0111.890-0377.450 | Y=0240.550-0251.790 | đất số 209, tờ BĐĐC số 49 về bên phải (xã Xuân Thành) và
P=0971 | X=0111.890-0386.850 | Y=0252.070-0263.310 | hết ranh thửa đất số 37, tờ BĐĐC số 173 về bên trái (xã Xuân
P=0971 | X=0095.060-0341.050 | Y=0263.590-0275.030 | 37 Lộc) có hiện trạng là đường nhựa, bê tông xi măng:
P=0971 | X=0408.620-0425.260 | Y=0265.710-0275.030 | 620
P=0971 | X=0445.610-0462.250 | Y=0265.710-0275.030 | 430
P=0971 | X=0505.390-0522.030 | Y=0265.710-0275.030 | 370
P=0971 | X=0111.890-0342.970 | Y=0281.110-0292.350 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0971 | X=0111.890-0353.000 | Y=0298.660-0309.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0971 | X=0111.890-0145.410 | Y=0309.940-0321.180 | ≤500m.
P=0971 | X=0111.890-0383.240 | Y=0327.700-0338.940 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kinh
P=0971 | X=0111.890-0373.660 | Y=0339.220-0350.460 | tế - ấp Gia Hòa đoạn từ Đường tỉnh 766 đến Hết ranh thửa
P=0971 | X=0111.890-0377.450 | Y=0350.740-0361.980 | đất số 209, tờ BĐĐC số 49 về bên phải (xã Xuân Thành) và
P=0971 | X=0111.890-0386.850 | Y=0362.260-0373.500 | hết ranh thửa đất số 37, tờ BĐĐC số 173 về bên trái (xã Xuân
P=0971 | X=0111.890-0341.050 | Y=0373.800-0385.040 | Lộc) có hiện trạng là đường nhựa, bê tông xi măng:
P=0971 | X=0095.060-0106.180 | Y=0384.800-0394.120 | 38
P=0971 | X=0408.620-0425.260 | Y=0384.800-0394.120 | 550
P=0971 | X=0445.610-0462.250 | Y=0384.800-0394.120 | 390
P=0971 | X=0505.390-0522.030 | Y=0384.800-0394.120 | 330
P=0971 | X=0111.890-0343.440 | Y=0391.320-0402.560 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0971 | X=0111.890-0365.200 | Y=0408.840-0420.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0971 | X=0111.890-0206.840 | Y=0420.360-0431.600 | >500m đến ≤1.000m.
P=0971 | X=0111.890-0335.060 | Y=0437.880-0449.120 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0971 | X=0111.890-0383.240 | Y=0455.660-0466.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Kinh
P=0971 | X=0111.890-0373.660 | Y=0467.180-0478.420 | tế - ấp Gia Hòa đoạn từ Đường tỉnh 766 đến Hết ranh thửa
P=0971 | X=0111.890-0377.450 | Y=0478.460-0489.700 | đất số 209, tờ BĐĐC số 49 về bên phải (xã Xuân Thành) và
P=0971 | X=0111.890-0386.850 | Y=0489.980-0501.220 | hết ranh thửa đất số 37, tờ BĐĐC số 173 về bên trái (xã Xuân
P=0971 | X=0095.060-0341.050 | Y=0501.500-0512.940 | 39 Lộc) có hiện trạng là đường nhựa, bê tông xi măng:
P=0971 | X=0408.620-0425.260 | Y=0503.620-0512.940 | 410
P=0971 | X=0445.610-0462.250 | Y=0503.620-0512.940 | 290
P=0971 | X=0505.390-0522.030 | Y=0503.620-0512.940 | 250
P=0971 | X=0111.890-0353.000 | Y=0519.020-0530.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0971 | X=0111.890-0154.030 | Y=0532.420-0541.740 | >1.000m.
P=0971 | X=0111.890-0335.530 | Y=0548.090-0559.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0971 | X=0111.890-0385.400 | Y=0565.850-0577.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0971 | X=0111.890-0377.980 | Y=0577.370-0588.610 | ra Đường Kinh tế - ấp Gia Hòa đoạn từ Đường tỉnh 766 đến
P=0971 | X=0111.890-0367.860 | Y=0588.890-0600.130 | Hết ranh thửa đất số 209, tờ BĐĐC số 49 về bên phải (xã
P=0971 | X=0111.890-0382.300 | Y=0600.410-0611.650 | Xuân Thành) và hết ranh thửa đất số 37, tờ BĐĐC số 173 về
P=0971 | X=0111.890-0379.400 | Y=0611.930-0623.170 | bên trái (xã Xuân Lộc) có hiện trạng là đường nhựa, bê tông
P=0971 | X=0095.060-0106.180 | Y=0619.830-0629.150 | 40
P=0971 | X=0408.620-0425.260 | Y=0619.830-0629.150 | 560
P=0971 | X=0445.610-0462.250 | Y=0619.830-0629.150 | 390
P=0971 | X=0505.390-0522.030 | Y=0619.830-0629.150 | 350
P=0971 | X=0111.890-0149.720 | Y=0623.470-0634.710 | xi măng:
P=0971 | X=0111.890-0342.970 | Y=0640.750-0651.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0971 | X=0111.890-0353.000 | Y=0658.270-0669.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0971 | X=0111.890-0145.410 | Y=0669.790-0681.030 | ≤500m.
P=0971 | X=0111.890-0385.400 | Y=0687.550-0698.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0971 | X=0095.060-0106.180 | Y=0695.190-0704.510 | 41
P=0971 | X=0408.620-0425.260 | Y=0695.190-0704.510 | 500
P=0971 | X=0445.610-0462.250 | Y=0695.190-0704.510 | 350
P=0971 | X=0505.390-0522.030 | Y=0695.190-0704.510 | 300
P=0971 | X=0111.890-0377.980 | Y=0699.070-0710.310 | ra Đường Kinh tế - ấp Gia Hòa đoạn từ Đường tỉnh 766 đến
P=0972 | X=0111.890-0367.860 | Y=0072.500-0083.740 | Hết ranh thửa đất số 209, tờ BĐĐC số 49 về bên phải (xã
P=0972 | X=0111.890-0382.300 | Y=0084.020-0095.260 | Xuân Thành) và hết ranh thửa đất số 37, tờ BĐĐC số 173 về
P=0972 | X=0111.890-0379.390 | Y=0095.540-0106.780 | bên trái (xã Xuân Lộc) có hiện trạng là đường nhựa, bê tông
P=0972 | X=0111.890-0149.720 | Y=0107.060-0118.300 | xi măng:
P=0972 | X=0111.890-0343.440 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0972 | X=0111.890-0365.200 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0972 | X=0111.890-0206.840 | Y=0153.410-0164.650 | >500m đến ≤1.000m.
P=0972 | X=0111.890-0335.060 | Y=0170.930-0182.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0972 | X=0111.890-0385.400 | Y=0188.690-0199.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0972 | X=0111.890-0377.980 | Y=0200.230-0211.470 | ra Đường Kinh tế - ấp Gia Hòa đoạn từ Đường tỉnh 766 đến
P=0972 | X=0111.890-0367.860 | Y=0211.750-0222.990 | Hết ranh thửa đất số 209, tờ BĐĐC số 49 về bên phải (xã
P=0972 | X=0111.890-0382.300 | Y=0223.270-0234.510 | Xuân Thành) và hết ranh thửa đất số 37, tờ BĐĐC số 173 về
P=0972 | X=0111.890-0379.390 | Y=0234.790-0246.030 | bên trái (xã Xuân Lộc) có hiện trạng là đường nhựa, bê tông
P=0972 | X=0095.060-0106.180 | Y=0242.670-0251.990 | 42
P=0972 | X=0408.620-0425.260 | Y=0242.670-0251.990 | 370
P=0972 | X=0445.610-0462.250 | Y=0242.670-0251.990 | 260
P=0972 | X=0505.390-0522.030 | Y=0242.670-0251.990 | 220
P=0972 | X=0111.890-0149.720 | Y=0246.310-0257.550 | xi măng:
P=0972 | X=0111.890-0353.000 | Y=0263.830-0275.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0972 | X=0111.890-0154.030 | Y=0277.230-0286.550 | >1.000m.
P=0972 | X=0111.890-0335.550 | Y=0292.900-0304.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0972 | X=0306.360-0382.150 | Y=0310.660-0321.900 | Bên phải đến hết
P=0972 | X=0306.360-0379.900 | Y=0321.940-0333.180 | ranh thửa đất số
P=0972 | X=0306.360-0382.550 | Y=0333.460-0344.700 | 525, tờ BĐĐC số
P=0972 | X=0306.360-0377.260 | Y=0344.980-0356.220 | 37, Bên trái đến
P=0972 | X=0095.060-0160.450 | Y=0350.740-0361.980 | 43 Đường 8/3
P=0972 | X=0230.980-0301.150 | Y=0350.740-0361.980 | Đường tỉnh 766
P=0972 | X=0400.460-0425.510 | Y=0352.620-0361.940 | 1.200
P=0972 | X=0445.610-0462.250 | Y=0352.620-0361.940 | 840
P=0972 | X=0505.390-0522.030 | Y=0352.620-0361.940 | 720
P=0972 | X=0306.360-0377.830 | Y=0356.500-0367.740 | hết ran thửa đất
P=0972 | X=0306.360-0382.520 | Y=0368.040-0379.280 | số 567, tờ BĐĐC
