TABLE=047 | AREA=Xã Thanh Sơn | SECTION=non-agricultural | SEGMENTS=1
P=1642 | X=0106.850-0329.760 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1642 | X=0106.850-0384.020 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1642 | X=0106.850-0392.390 | Y=0625.390-0636.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1642 | X=0106.850-0392.110 | Y=0636.910-0648.150 | Thị Định đoạn từ Ngã tư Phòng giao dịch Ngân hàng chính sách
P=1642 | X=0106.850-0394.310 | Y=0648.430-0659.670 | xã hội xã Tân Phú (đoạn ban đầu) đến Giáp KCN Tân Phú (đoạn
P=1642 | X=0106.850-0349.450 | Y=0659.950-0671.190 | nối dài) có hiện trạng là đường nhựa, bê tông xi măng:
P=1642 | X=0090.020-0106.660 | Y=0667.830-0677.150 | 423
P=1642 | X=0424.490-0441.130 | Y=0667.830-0677.150 | 520
P=1642 | X=0464.810-0481.450 | Y=0667.830-0677.150 | 360
P=1642 | X=0505.390-0522.030 | Y=0667.830-0677.150 | 310
P=1642 | X=0106.850-0330.020 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1642 | X=0106.850-0393.740 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1642 | X=0106.850-0159.810 | Y=0706.290-0717.530 | đến ≤600m.
P=1643 | X=0106.850-0330.020 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1643 | X=0106.850-0392.390 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1643 | X=0106.850-0392.110 | Y=0107.780-0119.020 | Thị Định đoạn từ Ngã tư Phòng giao dịch Ngân hàng chính sách
P=1643 | X=0106.850-0394.310 | Y=0119.330-0130.570 | xã hội xã Tân Phú (đoạn ban đầu) đến Giáp KCN Tân Phú (đoạn
P=1643 | X=0090.020-0349.470 | Y=0130.850-0142.290 | 424 nối dài) có hiện trạng là đường nhựa, bê tông xi măng:
P=1643 | X=0424.490-0441.130 | Y=0132.970-0142.290 | 330
P=1643 | X=0464.810-0481.450 | Y=0132.970-0142.290 | 230
P=1643 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 200
P=1643 | X=0106.850-0384.260 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1643 | X=0106.850-0330.490 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1643 | X=0106.850-0392.110 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1643 | X=0106.850-0387.570 | Y=0194.930-0206.170 | Đường Nguyễn Thị Định đoạn từ Ngã tư Phòng giao dịch Ngân
P=1643 | X=0106.850-0377.720 | Y=0206.470-0217.710 | hàng chính sách xã hội xã Tân Phú (đoạn ban đầu) đến Giáp
P=1643 | X=0106.850-0379.420 | Y=0217.990-0229.230 | KCN Tân Phú (đoạn nối dài) có hiện trạng là đường nhựa, bê
P=1643 | X=0090.020-0106.660 | Y=0225.870-0235.190 | 425
P=1643 | X=0424.490-0441.130 | Y=0225.870-0235.190 | 590
P=1643 | X=0464.810-0481.450 | Y=0225.870-0235.190 | 410
P=1643 | X=0505.390-0522.030 | Y=0225.870-0235.190 | 350
P=1643 | X=0106.850-0167.010 | Y=0229.510-0240.750 | tông xi măng:
P=1643 | X=0106.850-0329.760 | Y=0247.030-0258.270 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1643 | X=0106.850-0384.020 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1643 | X=0106.850-0392.110 | Y=0282.340-0293.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1643 | X=0106.850-0387.570 | Y=0293.860-0305.100 | Đường Nguyễn Thị Định đoạn từ Ngã tư Phòng giao dịch Ngân
P=1643 | X=0106.850-0377.720 | Y=0305.380-0316.620 | hàng chính sách xã hội xã Tân Phú (đoạn ban đầu) đến Giáp
P=1643 | X=0106.850-0379.420 | Y=0316.900-0328.140 | KCN Tân Phú (đoạn nối dài) có hiện trạng là đường nhựa, bê
P=1643 | X=0106.850-0167.010 | Y=0328.420-0339.660 | tông xi măng:
P=1643 | X=0090.020-0106.660 | Y=0339.180-0348.500 | 426
P=1643 | X=0424.490-0441.130 | Y=0339.180-0348.500 | 470
P=1643 | X=0464.810-0481.450 | Y=0339.180-0348.500 | 330
P=1643 | X=0505.390-0522.030 | Y=0339.180-0348.500 | 280
P=1643 | X=0106.850-0330.020 | Y=0345.700-0356.940 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1643 | X=0106.850-0393.740 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1643 | X=0106.850-0159.810 | Y=0374.760-0386.000 | đến ≤600m.
P=1643 | X=0106.850-0330.020 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1643 | X=0106.850-0392.110 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1643 | X=0106.850-0387.570 | Y=0421.560-0432.800 | Đường Nguyễn Thị Định đoạn từ Ngã tư Phòng giao dịch Ngân
P=1643 | X=0106.850-0377.720 | Y=0433.080-0444.320 | hàng chính sách xã hội xã Tân Phú (đoạn ban đầu) đến Giáp
P=1643 | X=0106.850-0379.420 | Y=0444.600-0455.840 | KCN Tân Phú (đoạn nối dài) có hiện trạng là đường nhựa, bê
P=1643 | X=0090.020-0106.660 | Y=0452.500-0461.820 | 427
P=1643 | X=0424.490-0441.130 | Y=0452.500-0461.820 | 300
P=1643 | X=0464.810-0481.450 | Y=0452.500-0461.820 | 210
P=1643 | X=0505.390-0522.030 | Y=0452.500-0461.820 | 180
P=1643 | X=0106.850-0167.010 | Y=0456.140-0467.380 | tông xi măng:
P=1643 | X=0106.850-0384.260 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1643 | X=0106.850-0330.500 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1643 | X=0106.850-0214.720 | Y=0508.940-0520.180 | Đường Nguyễn Thượng
P=1643 | X=0312.840-0371.250 | Y=0508.940-0520.180 | Đường Hùng
P=1643 | X=0090.020-0106.660 | Y=0516.340-0525.660 | 428
P=1643 | X=0224.470-0273.060 | Y=0516.340-0525.660 | Quốc lộ 20
P=1643 | X=0416.300-0441.350 | Y=0516.340-0525.660 | 1.400
P=1643 | X=0464.810-0481.450 | Y=0516.340-0525.660 | 980
P=1643 | X=0505.390-0522.030 | Y=0516.340-0525.660 | 840
P=1643 | X=0312.840-0344.120 | Y=0520.220-0531.460 | Vương
P=1643 | X=0106.850-0127.570 | Y=0522.100-0531.420 | Hiền
P=1643 | X=0106.850-0392.390 | Y=0538.010-0549.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1643 | X=0106.850-0382.520 | Y=0549.530-0560.770 | Thượng Hiền đoạn từ Quốc lộ 20 đến Đường Hùng Vương có
P=1643 | X=0106.850-0300.490 | Y=0561.050-0572.290 | hiện trạng là đường nhựa, bê tông xi măng:
P=1643 | X=0090.020-0106.660 | Y=0568.930-0578.250 | 429
P=1643 | X=0424.490-0441.130 | Y=0568.930-0578.250 | 720
P=1643 | X=0464.810-0481.450 | Y=0568.930-0578.250 | 500
P=1643 | X=0505.390-0522.030 | Y=0568.930-0578.250 | 430
P=1643 | X=0106.850-0329.760 | Y=0578.570-0589.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1643 | X=0106.850-0384.020 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1643 | X=0106.850-0392.390 | Y=0613.850-0625.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1643 | X=0106.850-0382.520 | Y=0625.390-0636.630 | Thượng Hiền đoạn từ Quốc lộ 20 đến Đường Hùng Vương có
P=1643 | X=0106.850-0300.460 | Y=0636.910-0648.150 | hiện trạng là đường nhựa, bê tông xi măng:
P=1643 | X=0090.020-0330.020 | Y=0654.430-0668.510 | 430 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1643 | X=0424.490-0441.130 | Y=0659.190-0668.510 | 590
P=1643 | X=0464.810-0481.450 | Y=0659.190-0668.510 | 410
P=1643 | X=0505.390-0522.030 | Y=0659.190-0668.510 | 350
P=1643 | X=0106.850-0393.740 | Y=0671.950-0683.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1643 | X=0106.850-0159.810 | Y=0683.470-0694.710 | đến ≤600m.
P=1643 | X=0106.850-0330.020 | Y=0700.770-0712.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1644 | X=0106.850-0392.390 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1644 | X=0106.850-0382.520 | Y=0090.020-0101.260 | Thượng Hiền đoạn từ Quốc lộ 20 đến Đường Hùng Vương có
P=1644 | X=0106.850-0300.460 | Y=0101.540-0112.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=1644 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 431
P=1644 | X=0424.490-0441.130 | Y=0109.420-0118.740 | 390
P=1644 | X=0464.810-0481.450 | Y=0109.420-0118.740 | 270
P=1644 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 230
P=1644 | X=0106.850-0384.260 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1644 | X=0106.850-0330.490 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1644 | X=0106.850-0392.110 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1644 | X=0106.850-0380.380 | Y=0165.650-0176.890 | Đường Nguyễn Thượng Hiền đoạn từ Quốc lộ 20 đến Đường
P=1644 | X=0106.850-0374.410 | Y=0177.170-0188.410 | Hùng Vương có hiện trạng là đường nhựa, bê tông xi măng:
P=1644 | X=0090.020-0106.660 | Y=0185.050-0194.370 | 432
P=1644 | X=0424.490-0441.130 | Y=0185.050-0194.370 | 650
P=1644 | X=0464.810-0481.450 | Y=0185.050-0194.370 | 460
P=1644 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 390
P=1644 | X=0106.850-0329.760 | Y=0194.690-0205.930 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1644 | X=0106.850-0384.040 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1644 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1644 | X=0106.850-0380.380 | Y=0241.510-0252.750 | Đường Nguyễn Thượng Hiền đoạn từ Quốc lộ 20 đến Đường
P=1644 | X=0106.850-0374.410 | Y=0253.030-0264.270 | Hùng Vương có hiện trạng là đường nhựa, bê tông xi măng:
P=1644 | X=0090.020-0330.020 | Y=0270.550-0284.630 | 433 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1644 | X=0424.490-0441.130 | Y=0275.310-0284.630 | 530
P=1644 | X=0464.810-0481.450 | Y=0275.310-0284.630 | 370
P=1644 | X=0505.390-0522.030 | Y=0275.310-0284.630 | 320
P=1644 | X=0106.850-0393.740 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1644 | X=0106.850-0159.810 | Y=0299.620-0310.860 | đến ≤600m.
P=1644 | X=0106.850-0330.020 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1644 | X=0106.850-0392.110 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1644 | X=0106.850-0380.380 | Y=0346.420-0357.660 | Đường Nguyễn Thượng Hiền đoạn từ Quốc lộ 20 đến Đường
P=1644 | X=0106.850-0374.410 | Y=0357.700-0368.940 | Hùng Vương có hiện trạng là đường nhựa, bê tông xi măng:
P=1644 | X=0090.020-0106.660 | Y=0365.580-0374.900 | 434
P=1644 | X=0424.490-0441.130 | Y=0365.580-0374.900 | 350
P=1644 | X=0464.810-0481.450 | Y=0365.580-0374.900 | 250
P=1644 | X=0505.390-0522.030 | Y=0365.580-0374.900 | 210
P=1644 | X=0106.850-0384.260 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1644 | X=0106.850-0330.490 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1644 | X=0312.840-0382.540 | Y=0412.400-0421.720 | Chợ huyện Tân
P=1644 | X=0090.020-0273.060 | Y=0416.280-0427.520 | 435 Đường Nguyễn Văn Linh Quốc lộ 20
P=1644 | X=0416.300-0441.350 | Y=0418.160-0427.480 | 4.700
P=1644 | X=0456.650-0481.700 | Y=0418.160-0427.480 | 3.300
P=1644 | X=0497.230-0522.280 | Y=0418.160-0427.480 | 2.800
P=1644 | X=0312.840-0330.680 | Y=0423.920-0433.240 | Phú
P=1644 | X=0106.850-0392.390 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1644 | X=0106.850-0382.300 | Y=0451.340-0462.580 | Văn Linh đoạn từ Quốc lộ 20 đến Chợ huyện Tân Phú có hiện
P=1644 | X=0106.850-0278.630 | Y=0462.860-0474.100 | trạng là đường nhựa, bê tông xi măng:
P=1644 | X=0090.020-0106.660 | Y=0470.740-0480.060 | 436
P=1644 | X=0416.300-0441.350 | Y=0470.740-0480.060 | 1.700
P=1644 | X=0456.650-0481.700 | Y=0470.740-0480.060 | 1.200
P=1644 | X=0497.230-0522.280 | Y=0470.740-0480.060 | 1.000
P=1644 | X=0106.850-0329.760 | Y=0480.380-0491.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1644 | X=0106.850-0384.020 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1644 | X=0106.850-0392.390 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1644 | X=0106.850-0382.300 | Y=0527.180-0538.420 | Văn Linh đoạn từ Quốc lộ 20 đến Chợ huyện Tân Phú có hiện
P=1644 | X=0106.850-0278.630 | Y=0538.490-0549.730 | trạng là đường nhựa, bê tông xi măng:
P=1644 | X=0090.020-0330.020 | Y=0556.010-0570.330 | 437 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1644 | X=0424.490-0441.130 | Y=0561.010-0570.330 | 930
P=1644 | X=0464.810-0481.450 | Y=0561.010-0570.330 | 650
P=1644 | X=0505.390-0522.030 | Y=0561.010-0570.330 | 560
P=1644 | X=0106.850-0393.740 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1644 | X=0106.850-0159.810 | Y=0585.050-0596.290 | đến ≤600m.
P=1644 | X=0106.850-0330.020 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1644 | X=0106.850-0392.390 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1644 | X=0106.850-0382.300 | Y=0631.870-0643.110 | Văn Linh đoạn từ Quốc lộ 20 đến Chợ huyện Tân Phú có hiện
P=1644 | X=0106.850-0278.630 | Y=0643.390-0654.630 | trạng là đường nhựa, bê tông xi măng:
P=1644 | X=0090.020-0106.660 | Y=0651.270-0660.590 | 438
P=1644 | X=0424.490-0441.130 | Y=0651.270-0660.590 | 700
P=1644 | X=0464.810-0481.450 | Y=0651.270-0660.590 | 490
P=1644 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 420
P=1644 | X=0106.850-0384.260 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1644 | X=0106.850-0330.490 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1644 | X=0106.850-0392.110 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1644 | X=0090.020-0106.660 | Y=0703.860-0713.180 | 439
P=1644 | X=0416.300-0441.350 | Y=0703.860-0713.180 | 1.500
P=1644 | X=0456.650-0481.700 | Y=0703.860-0713.180 | 1.100
P=1644 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 900
P=1644 | X=0106.850-0398.140 | Y=0707.730-0718.970 | Đường Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Chợ huyện Tân
P=1645 | X=0106.850-0334.330 | Y=0072.500-0083.740 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1645 | X=0106.850-0329.760 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1645 | X=0106.850-0384.020 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1645 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1645 | X=0106.850-0398.140 | Y=0136.850-0148.090 | Đường Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Chợ huyện Tân
P=1645 | X=0106.850-0334.330 | Y=0148.370-0159.610 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1645 | X=0090.020-0330.020 | Y=0165.650-0179.970 | 440 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1645 | X=0424.490-0441.130 | Y=0170.650-0179.970 | 840
P=1645 | X=0464.810-0481.450 | Y=0170.650-0179.970 | 590
P=1645 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 500
P=1645 | X=0106.850-0393.740 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1645 | X=0106.850-0159.810 | Y=0194.690-0205.930 | đến ≤600m.
P=1645 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1645 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1645 | X=0106.850-0398.140 | Y=0241.510-0252.750 | Đường Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Chợ huyện Tân
P=1645 | X=0106.850-0334.330 | Y=0253.030-0264.270 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1645 | X=0090.020-0106.660 | Y=0260.910-0270.230 | 441
P=1645 | X=0424.490-0441.130 | Y=0260.910-0270.230 | 630
P=1645 | X=0464.810-0481.450 | Y=0260.910-0270.230 | 440
P=1645 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 380
P=1645 | X=0106.850-0384.260 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1645 | X=0106.850-0330.490 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1645 | X=0224.470-0294.180 | Y=0307.740-0317.060 | Chợ huyện Tân
P=1645 | X=0090.020-0218.060 | Y=0311.620-0322.860 | 442 Đường Nguyễn Văn Linh
P=1645 | X=0312.840-0375.070 | Y=0311.620-0322.860 | Đường Tà Lài
P=1645 | X=0416.300-0441.350 | Y=0313.500-0322.820 | 4.800
P=1645 | X=0456.650-0481.700 | Y=0313.500-0322.820 | 3.400
P=1645 | X=0497.230-0522.280 | Y=0313.500-0322.820 | 2.900
P=1645 | X=0224.470-0242.310 | Y=0319.260-0328.580 | Phú
P=1645 | X=0106.850-0392.390 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1645 | X=0106.850-0395.990 | Y=0346.660-0357.900 | Văn Linh đoạn từ Chợ huyện Tân Phú đến Đường Tà Lài có hiện
P=1645 | X=0106.850-0278.640 | Y=0357.940-0369.180 | trạng là đường nhựa, bê tông xi măng:
P=1645 | X=0090.020-0106.660 | Y=0365.820-0375.140 | 443
P=1645 | X=0416.300-0441.350 | Y=0365.820-0375.140 | 1.900
P=1645 | X=0456.650-0481.700 | Y=0365.820-0375.140 | 1.300
P=1645 | X=0497.230-0522.280 | Y=0365.820-0375.140 | 1.100
P=1645 | X=0106.850-0329.760 | Y=0375.480-0386.720 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1645 | X=0106.850-0384.020 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1645 | X=0106.850-0392.390 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1645 | X=0106.850-0395.980 | Y=0422.280-0433.520 | Văn Linh đoạn từ Chợ huyện Tân Phú đến Đường Tà Lài có hiện
P=1645 | X=0106.850-0278.630 | Y=0433.800-0445.040 | trạng là đường nhựa, bê tông xi măng:
P=1645 | X=0090.020-0330.020 | Y=0451.340-0465.420 | 444 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1645 | X=0424.490-0441.130 | Y=0456.100-0465.420 | 930
P=1645 | X=0464.810-0481.450 | Y=0456.100-0465.420 | 650
P=1645 | X=0505.390-0522.030 | Y=0456.100-0465.420 | 560
P=1645 | X=0106.850-0393.740 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1645 | X=0106.850-0159.810 | Y=0480.380-0491.620 | đến ≤600m.
P=1645 | X=0106.850-0330.020 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1645 | X=0106.850-0392.390 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1645 | X=0106.850-0395.990 | Y=0527.180-0538.420 | Văn Linh đoạn từ Chợ huyện Tân Phú đến Đường Tà Lài có hiện
P=1645 | X=0106.850-0278.630 | Y=0538.490-0549.730 | trạng là đường nhựa, bê tông xi măng:
P=1645 | X=0090.020-0106.660 | Y=0546.370-0555.690 | 445
P=1645 | X=0424.490-0441.130 | Y=0546.370-0555.690 | 700
P=1645 | X=0464.810-0481.450 | Y=0546.370-0555.690 | 490
P=1645 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 420
P=1645 | X=0106.850-0384.260 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1645 | X=0106.850-0330.490 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1645 | X=0106.850-0392.110 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1645 | X=0106.850-0367.430 | Y=0602.810-0614.050 | Đường Nguyễn Văn Linh đoạn từ Chợ huyện Tân Phú đến
P=1645 | X=0106.850-0378.750 | Y=0614.330-0625.570 | Đường Tà Lài có hiện trạng là đường nhựa, bê tông xi măng:
P=1645 | X=0090.020-0106.660 | Y=0622.230-0631.550 | 446
P=1645 | X=0416.300-0441.350 | Y=0622.230-0631.550 | 1.700
P=1645 | X=0456.650-0481.700 | Y=0622.230-0631.550 | 1.200
P=1645 | X=0497.230-0522.280 | Y=0622.230-0631.550 | 1.000
P=1645 | X=0106.850-0329.760 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1645 | X=0106.850-0384.020 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1645 | X=0106.850-0392.110 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1645 | X=0106.850-0367.430 | Y=0678.670-0689.910 | Đường Nguyễn Văn Linh đoạn từ Chợ huyện Tân Phú đến
P=1645 | X=0090.020-0378.750 | Y=0689.190-0701.430 | 447 Đường Tà Lài có hiện trạng là đường nhựa, bê tông xi măng:
P=1645 | X=0424.490-0441.130 | Y=0689.190-0698.510 | 840
P=1645 | X=0464.810-0481.450 | Y=0689.190-0698.510 | 590
P=1645 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 500
P=1645 | X=0106.850-0330.030 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1646 | X=0106.850-0393.740 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1646 | X=0106.850-0159.810 | Y=0090.020-0101.260 | đến ≤600m.
P=1646 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1646 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1646 | X=0106.850-0367.420 | Y=0136.850-0148.090 | Đường Nguyễn Văn Linh đoạn từ Chợ huyện Tân Phú đến
P=1646 | X=0106.850-0378.750 | Y=0148.370-0159.610 | Đường Tà Lài có hiện trạng là đường nhựa, bê tông xi măng:
P=1646 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 448
P=1646 | X=0424.490-0441.130 | Y=0156.250-0165.570 | 630
P=1646 | X=0464.810-0481.450 | Y=0156.250-0165.570 | 440
P=1646 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 380
P=1646 | X=0106.850-0384.260 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1646 | X=0106.850-0330.490 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1646 | X=0224.470-0293.460 | Y=0200.950-0212.190 | Đường Nguyễn
P=1646 | X=0312.840-0399.190 | Y=0200.950-0212.190 | Đường Nguyễn Tất
P=1646 | X=0090.020-0216.390 | Y=0206.710-0217.950 | 449 Đường Nguyễn Văn Trỗi
P=1646 | X=0416.300-0441.370 | Y=0208.590-0217.910 | 1.600
P=1646 | X=0456.650-0481.700 | Y=0208.590-0217.910 | 1.100
P=1646 | X=0505.390-0522.030 | Y=0208.590-0217.910 | 960
P=1646 | X=0224.470-0270.670 | Y=0214.350-0223.670 | Hữu Cảnh
P=1646 | X=0312.840-0341.250 | Y=0214.350-0223.670 | Thành
P=1646 | X=0106.850-0392.390 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1646 | X=0106.850-0393.590 | Y=0241.750-0252.990 | Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=1646 | X=0106.850-0361.930 | Y=0253.270-0264.510 | Tất Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=1646 | X=0090.020-0106.660 | Y=0261.150-0270.470 | 450
P=1646 | X=0424.490-0441.130 | Y=0261.150-0270.470 | 780
P=1646 | X=0464.810-0481.450 | Y=0261.150-0270.470 | 550
P=1646 | X=0505.390-0522.030 | Y=0261.150-0270.470 | 470
P=1646 | X=0106.850-0329.760 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1646 | X=0106.850-0384.020 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1646 | X=0106.850-0392.390 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1646 | X=0106.850-0393.590 | Y=0317.620-0328.860 | Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
