TABLE=058 | AREA=Phường Minh Hưng | SECTION=non-agricultural | SEGMENTS=1
P=1942 | X=0390.860-0407.500 | Y=0103.660-0112.980 | 960
P=1942 | X=0435.770-0452.410 | Y=0103.660-0112.980 | 670
P=1942 | X=0505.390-0522.030 | Y=0103.660-0112.980 | 580
P=1942 | X=0109.490-0160.210 | Y=0115.180-0124.500 | và Khu phố
P=1942 | X=0109.490-0164.760 | Y=0126.730-0136.050 | Minh Long 7
P=1942 | X=0109.490-0168.370 | Y=0142.850-0154.090 | Đường số 15
P=1942 | X=0173.590-0240.870 | Y=0154.370-0165.610 | Đường ĐT 751
P=1942 | X=0262.660-0321.560 | Y=0154.370-0165.610 | Đường số 52
P=1942 | X=0093.860-0153.010 | Y=0156.250-0165.570 | 33 - Khu phố
P=1942 | X=0382.700-0407.750 | Y=0156.250-0165.570 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0156.250-0165.570 | 790
P=1942 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 680
P=1942 | X=0109.490-0164.760 | Y=0167.530-0176.850 | Minh Long 1
P=1942 | X=0109.490-0168.370 | Y=0183.650-0194.890 | Đường số 16
P=1942 | X=0173.590-0240.870 | Y=0195.170-0206.410 | Đường ĐT 751
P=1942 | X=0262.660-0321.560 | Y=0195.170-0206.410 | Đường số 18
P=1942 | X=0093.860-0153.010 | Y=0197.050-0206.370 | 34 - Khu phố
P=1942 | X=0382.700-0407.750 | Y=0197.050-0206.370 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0197.050-0206.370 | 790
P=1942 | X=0505.390-0522.030 | Y=0197.050-0206.370 | 680
P=1942 | X=0109.490-0164.760 | Y=0208.590-0217.910 | Minh Long 2
P=1942 | X=0109.490-0168.370 | Y=0224.710-0235.950 | Đường số 17
P=1942 | X=0173.590-0240.870 | Y=0236.230-0247.470 | Đường ĐT 751
P=1942 | X=0262.660-0321.560 | Y=0236.230-0247.470 | Đường số 52
P=1942 | X=0093.860-0153.010 | Y=0238.110-0247.430 | 35 - Khu phố
P=1942 | X=0382.700-0407.750 | Y=0238.110-0247.430 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0238.110-0247.430 | 790
P=1942 | X=0505.390-0522.030 | Y=0238.110-0247.430 | 680
P=1942 | X=0109.490-0164.760 | Y=0249.630-0258.950 | Minh Long 2
P=1942 | X=0109.490-0168.370 | Y=0265.750-0276.990 | Đường số 18
P=1942 | X=0173.590-0240.870 | Y=0277.270-0288.510 | Đường ĐT 751
P=1942 | X=0262.660-0321.560 | Y=0277.270-0288.510 | Đường số 16
P=1942 | X=0093.860-0153.010 | Y=0279.150-0288.470 | 36 - Khu phố
P=1942 | X=0382.700-0407.750 | Y=0279.150-0288.470 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0279.150-0288.470 | 790
P=1942 | X=0505.390-0522.030 | Y=0279.150-0288.470 | 680
P=1942 | X=0109.490-0164.760 | Y=0290.700-0300.020 | Minh Long 2
P=1942 | X=0109.490-0168.370 | Y=0306.820-0318.060 | Đường số 20
P=1942 | X=0173.590-0240.870 | Y=0318.340-0329.580 | Đường ĐT 751
P=1942 | X=0093.860-0150.130 | Y=0320.220-0329.540 | 37 -Khu phố
P=1942 | X=0262.660-0305.730 | Y=0320.220-0329.540 | Hết tuyến
P=1942 | X=0382.700-0407.750 | Y=0320.220-0329.540 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0320.220-0329.540 | 790
P=1942 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 680
P=1942 | X=0109.490-0164.770 | Y=0331.740-0341.060 | Minh Long 2
P=1942 | X=0109.490-0168.370 | Y=0347.860-0359.100 | Đường số 21
P=1942 | X=0173.590-0240.870 | Y=0359.380-0370.620 | Đường ĐT 751
P=1942 | X=0093.860-0153.010 | Y=0361.260-0370.580 | 38 - Khu phố
P=1942 | X=0262.660-0305.730 | Y=0361.260-0370.580 | Hết tuyến
P=1942 | X=0382.700-0407.750 | Y=0361.260-0370.580 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0361.260-0370.580 | 790
P=1942 | X=0505.390-0522.030 | Y=0361.260-0370.580 | 680
P=1942 | X=0109.490-0164.760 | Y=0372.800-0382.120 | Minh Long 2
P=1942 | X=0109.490-0168.370 | Y=0388.920-0400.160 | Đường số 22
P=1942 | X=0173.590-0240.870 | Y=0400.200-0411.440 | Đường ĐT 751
P=1942 | X=0093.860-0153.010 | Y=0402.080-0411.400 | 39 - Khu phố
P=1942 | X=0262.660-0305.730 | Y=0402.080-0411.400 | Hết tuyến
P=1942 | X=0382.700-0407.750 | Y=0402.080-0411.400 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0402.080-0411.400 | 790
P=1942 | X=0505.390-0522.030 | Y=0402.080-0411.400 | 680
P=1942 | X=0109.490-0164.760 | Y=0413.600-0422.920 | Minh Long 2
P=1942 | X=0262.660-0353.480 | Y=0431.600-0440.920 | Ranh Phía Bắc thửa
P=1942 | X=0109.490-0168.370 | Y=0435.480-0446.720 | Đường số 23
P=1942 | X=0262.660-0357.430 | Y=0441.240-0452.480 | đất số 56 và thửa đất
P=1942 | X=0173.590-0240.870 | Y=0447.000-0458.240 | Đường ĐT 751
P=1942 | X=0093.860-0153.010 | Y=0448.880-0458.200 | 40 - Khu phố
P=1942 | X=0390.860-0407.500 | Y=0448.880-0458.200 | 700
P=1942 | X=0435.770-0452.410 | Y=0448.880-0458.200 | 490
P=1942 | X=0505.390-0522.030 | Y=0448.880-0458.200 | 420
P=1942 | X=0262.660-0346.040 | Y=0452.780-0464.020 | số 60 tờ bản đồ số
P=1942 | X=0109.490-0164.760 | Y=0460.420-0469.740 | Minh Long 2
P=1942 | X=0262.660-0279.300 | Y=0466.180-0475.500 | 137
P=1942 | X=0173.590-0241.060 | Y=0484.180-0493.500 | Ranh Phía Bắc
P=1942 | X=0109.490-0168.370 | Y=0488.060-0499.300 | Đường số 23
P=1942 | X=0173.590-0251.710 | Y=0493.820-0505.060 | thửa đất số 56 và
P=1942 | X=0262.660-0321.560 | Y=0499.580-0510.820 | Đường số 29
P=1942 | X=0093.860-0153.010 | Y=0501.460-0510.780 | 41 - Khu phố
P=1942 | X=0390.860-0407.500 | Y=0501.460-0510.780 | 670
P=1942 | X=0435.770-0452.410 | Y=0501.460-0510.780 | 470
P=1942 | X=0505.390-0522.030 | Y=0501.460-0510.780 | 400
P=1942 | X=0173.590-0250.310 | Y=0505.340-0516.580 | thửa đất số 60 tờ
P=1942 | X=0109.490-0164.760 | Y=0512.980-0522.300 | Minh Long 2
P=1942 | X=0173.590-0236.790 | Y=0516.860-0528.100 | bản đồ số 137
P=1942 | X=0109.490-0168.370 | Y=0534.890-0546.130 | Đường số 24
P=1942 | X=0173.590-0240.870 | Y=0546.410-0557.650 | Đường ĐT 751
P=1942 | X=0093.860-0153.010 | Y=0548.290-0557.610 | 42 - Khu phố
P=1942 | X=0262.660-0305.730 | Y=0548.290-0557.610 | Hết tuyến
P=1942 | X=0382.700-0407.740 | Y=0548.290-0557.610 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0548.290-0557.610 | 790
P=1942 | X=0505.390-0522.030 | Y=0548.290-0557.610 | 680
P=1942 | X=0109.490-0164.760 | Y=0559.810-0569.130 | Minh Long 2
P=1942 | X=0109.490-0168.370 | Y=0575.930-0587.170 | Đường số 25
P=1942 | X=0173.590-0240.870 | Y=0587.450-0598.690 | Đường ĐT 751
P=1942 | X=0093.860-0153.010 | Y=0589.330-0598.650 | 43 - Khu phố
P=1942 | X=0262.660-0305.730 | Y=0589.330-0598.650 | Hết tuyến
P=1942 | X=0382.700-0407.750 | Y=0589.330-0598.650 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0589.330-0598.650 | 790
P=1942 | X=0505.390-0522.030 | Y=0589.330-0598.650 | 680
P=1942 | X=0109.490-0164.760 | Y=0600.850-0610.170 | Minh Long 2
P=1942 | X=0262.660-0353.480 | Y=0618.630-0627.950 | Ranh Phía Bắc thửa
P=1942 | X=0109.490-0168.370 | Y=0622.510-0633.750 | Đường số 26
P=1942 | X=0262.660-0355.170 | Y=0628.270-0639.510 | đất số 103 tờ bản đồ
P=1942 | X=0173.590-0240.870 | Y=0634.030-0645.270 | Đường ĐT 751
P=1942 | X=0093.860-0153.010 | Y=0635.910-0645.230 | 44 - Khu phố
P=1942 | X=0382.700-0407.750 | Y=0635.910-0645.230 | 1.100
P=1942 | X=0435.770-0452.410 | Y=0635.910-0645.230 | 790
P=1942 | X=0505.390-0522.030 | Y=0635.910-0645.230 | 680
P=1942 | X=0262.660-0346.280 | Y=0639.790-0651.030 | 136 và thửa đất số
P=1942 | X=0109.490-0164.760 | Y=0647.430-0656.750 | Minh Long 2
P=1942 | X=0262.660-0357.800 | Y=0651.310-0662.550 | 405 tờ bản đồ số 137
P=1942 | X=0173.590-0241.060 | Y=0671.190-0680.510 | Ranh Phía Bắc
P=1942 | X=0109.490-0168.370 | Y=0675.070-0686.310 | Đường số 26
P=1942 | X=0173.590-0255.830 | Y=0680.830-0692.070 | thửa đất số 103 tờ
P=1942 | X=0093.860-0153.010 | Y=0688.470-0697.790 | 45 - Khu phố
P=1942 | X=0262.660-0305.730 | Y=0688.470-0697.790 | Hết tuyến
P=1942 | X=0390.860-0407.500 | Y=0688.470-0697.790 | 960
P=1942 | X=0435.770-0452.410 | Y=0688.470-0697.790 | 670
P=1942 | X=0505.390-0522.030 | Y=0688.470-0697.790 | 580
P=1942 | X=0173.590-0260.580 | Y=0692.350-0703.590 | bản đồ 136 và thửa
P=1942 | X=0109.490-0164.760 | Y=0699.990-0709.310 | Minh Long 2
P=1942 | X=0173.590-0252.180 | Y=0703.890-0715.130 | đất số 405 tờ bản
P=1943 | X=0173.590-0217.350 | Y=0072.740-0083.980 | đồ số 137
P=1943 | X=0109.490-0168.370 | Y=0090.740-0101.980 | Đường số 27
P=1943 | X=0173.590-0240.870 | Y=0102.260-0113.500 | Đường ĐT 751
P=1943 | X=0093.860-0153.010 | Y=0104.140-0113.460 | 46 - Khu phố
P=1943 | X=0262.660-0305.730 | Y=0104.140-0113.460 | Hết tuyến
P=1943 | X=0382.700-0407.750 | Y=0104.140-0113.460 | 1.100
P=1943 | X=0435.770-0452.410 | Y=0104.140-0113.460 | 790
P=1943 | X=0505.390-0522.030 | Y=0104.140-0113.460 | 680
P=1943 | X=0109.490-0164.760 | Y=0115.660-0124.980 | Minh Long 2
P=1943 | X=0109.490-0168.370 | Y=0131.810-0143.050 | Đường số 28
P=1943 | X=0173.590-0240.870 | Y=0143.330-0154.570 | Đường ĐT 751
P=1943 | X=0093.860-0153.010 | Y=0145.210-0154.530 | 47 - Khu phố
P=1943 | X=0262.660-0305.730 | Y=0145.210-0154.530 | Hết tuyến
P=1943 | X=0382.700-0407.740 | Y=0145.210-0154.530 | 1.100
P=1943 | X=0435.770-0452.410 | Y=0145.210-0154.530 | 790
P=1943 | X=0505.390-0522.030 | Y=0145.210-0154.530 | 680
P=1943 | X=0109.490-0164.760 | Y=0156.730-0166.050 | Minh Long 3
P=1943 | X=0262.660-0340.710 | Y=0174.730-0184.050 | Phía Tây: Ngã ba
P=1943 | X=0109.490-0168.370 | Y=0184.370-0195.610 | Đường số 29
P=1943 | X=0262.660-0346.260 | Y=0184.370-0195.610 | đường số 33; Phía
P=1943 | X=0173.590-0240.870 | Y=0195.650-0206.890 | Đường ĐT 751
P=1943 | X=0262.660-0354.210 | Y=0195.650-0206.890 | Đông: Hết ranh thửa
P=1943 | X=0093.860-0153.010 | Y=0197.530-0206.850 | 48 - Khu phố
P=1943 | X=0382.700-0407.750 | Y=0197.530-0206.850 | 1.500
P=1943 | X=0427.610-0452.660 | Y=0197.530-0206.850 | 1.100
P=1943 | X=0505.390-0522.030 | Y=0197.530-0206.850 | 900
P=1943 | X=0262.660-0357.810 | Y=0207.190-0218.430 | đất số 189, tờ bản đồ
P=1943 | X=0109.490-0164.760 | Y=0209.070-0218.390 | Minh Long 2
P=1943 | X=0262.660-0292.500 | Y=0220.590-0229.910 | số 130
P=1943 | X=0173.590-0340.710 | Y=0238.590-0247.910 | Phía Tây: Ngã ba Phía Tây: Ngã ba
P=1943 | X=0109.490-0352.980 | Y=0248.230-0259.470 | Đường số 29 đường số 33; Phía đường số 29B; Phía
P=1943 | X=0173.590-0241.590 | Y=0259.750-0270.990 | Đông: Hết ranh
P=1943 | X=0262.660-0354.210 | Y=0259.750-0270.990 | Đông: Hết ranh thửa
P=1943 | X=0093.860-0152.540 | Y=0261.630-0270.950 | 49 . Khu phố
P=1943 | X=0382.700-0407.750 | Y=0261.630-0270.950 | 1.100
P=1943 | X=0435.770-0452.410 | Y=0261.630-0270.950 | 790
P=1943 | X=0505.390-0522.030 | Y=0261.630-0270.950 | 680
P=1943 | X=0109.490-0359.980 | Y=0271.270-0282.510 | Minh Long 2 thửa đất số 189, tờ đất số 2, tờ bản đồ số
P=1943 | X=0173.590-0236.790 | Y=0282.820-0294.060 | bản đồ số 130
P=1943 | X=0262.660-0279.300 | Y=0284.700-0294.020 | 130
P=1943 | X=0173.590-0251.640 | Y=0302.700-0312.020 | Phía Tây: Ngã ba
P=1943 | X=0109.490-0240.240 | Y=0312.340-0323.580 | Đường số 29 đường số 29B;
P=1943 | X=0173.590-0242.180 | Y=0323.860-0335.100 | Phía Đông: Hết
P=1943 | X=0262.660-0325.620 | Y=0323.860-0335.100 | Đường ĐH 15
P=1943 | X=0093.860-0153.010 | Y=0325.740-0335.060 | 50 - Khu phố
P=1943 | X=0382.700-0407.750 | Y=0325.740-0335.060 | 1.100
P=1943 | X=0435.770-0452.410 | Y=0325.740-0335.060 | 790
P=1943 | X=0505.390-0522.030 | Y=0325.740-0335.060 | 680
P=1943 | X=0109.490-0258.270 | Y=0335.380-0346.620 | Minh Long 2 ranh thửa đất số 2,
P=1943 | X=0173.590-0249.060 | Y=0346.900-0358.140 | tờ bản đồ số 130
P=1943 | X=0109.490-0154.450 | Y=0364.900-0376.140 | Đường số
P=1943 | X=0109.490-0154.210 | Y=0378.080-0387.400 | 29A - Khu
P=1943 | X=0173.590-0232.470 | Y=0381.960-0393.200 | Đường số 29
P=1943 | X=0262.660-0328.200 | Y=0381.960-0393.200 | Đường số 29B
P=1943 | X=0093.860-0104.980 | Y=0383.840-0393.160 | 51
P=1943 | X=0390.860-0407.500 | Y=0383.840-0393.160 | 960
P=1943 | X=0435.770-0452.410 | Y=0383.840-0393.160 | 670
P=1943 | X=0505.390-0522.030 | Y=0383.840-0393.160 | 580
P=1943 | X=0109.490-0150.840 | Y=0389.600-0398.920 | phố Minh
P=1943 | X=0109.490-0140.060 | Y=0401.120-0410.440 | Long 2
P=1943 | X=0109.490-0154.450 | Y=0417.240-0428.480 | Đường số
P=1943 | X=0109.490-0154.210 | Y=0430.640-0439.960 | 29B - Khu
P=1943 | X=0093.860-0104.980 | Y=0436.400-0445.720 | 52
P=1943 | X=0173.590-0223.810 | Y=0436.400-0445.720 | Suối Bà Và
P=1943 | X=0262.660-0291.280 | Y=0436.400-0445.720 | Suối 1
P=1943 | X=0390.860-0407.500 | Y=0436.400-0445.720 | 700
P=1943 | X=0435.770-0452.410 | Y=0436.400-0445.720 | 490
P=1943 | X=0505.390-0522.030 | Y=0436.400-0445.720 | 420
P=1943 | X=0109.490-0150.840 | Y=0442.160-0451.480 | phố Minh
P=1943 | X=0109.490-0140.060 | Y=0453.700-0463.020 | Long 2
P=1943 | X=0109.490-0168.370 | Y=0469.820-0481.060 | Đường số 30
P=1943 | X=0262.660-0357.570 | Y=0471.700-0481.020 | Ranh Phía Nam thửa
P=1943 | X=0173.590-0240.870 | Y=0481.340-0492.580 | Đường ĐT 751
P=1943 | X=0262.660-0357.430 | Y=0481.340-0492.580 | đất số 97 và thửa đất
P=1943 | X=0093.860-0153.010 | Y=0483.220-0492.540 | 53 - Khu phố
P=1943 | X=0390.860-0407.500 | Y=0483.220-0492.540 | 960
P=1943 | X=0435.770-0452.410 | Y=0483.220-0492.540 | 670
P=1943 | X=0505.390-0522.030 | Y=0483.220-0492.540 | 580
P=1943 | X=0262.660-0352.280 | Y=0492.860-0504.100 | số 98 tờ bản đồ 136
P=1943 | X=0109.490-0164.760 | Y=0494.740-0504.060 | Minh Long 3
P=1943 | X=0173.590-0244.620 | Y=0512.740-0522.060 | Ranh Phía Nam
P=1943 | X=0109.490-0168.370 | Y=0516.620-0527.860 | Đường số 30
P=1943 | X=0173.590-0251.710 | Y=0522.380-0533.620 | thửa đất số 97 và
P=1943 | X=0093.860-0153.010 | Y=0530.020-0539.340 | 54 - Khu phố
P=1943 | X=0262.660-0305.730 | Y=0530.020-0539.340 | Hết tuyến
P=1943 | X=0390.860-0407.500 | Y=0530.020-0539.340 | 700
P=1943 | X=0435.770-0452.410 | Y=0530.020-0539.340 | 490
P=1943 | X=0505.390-0522.030 | Y=0530.020-0539.340 | 420
P=1943 | X=0173.590-0250.310 | Y=0533.930-0545.170 | thửa đất số 98 tờ
P=1943 | X=0109.490-0164.760 | Y=0541.570-0550.890 | Minh Long 3
P=1943 | X=0173.590-0223.590 | Y=0545.450-0556.690 | bản đồ 136
P=1943 | X=0262.660-0342.930 | Y=0563.450-0574.690 | Ngã ba đường Bê
P=1943 | X=0109.490-0168.370 | Y=0569.210-0580.450 | Đường số 31
P=1943 | X=0262.660-0355.800 | Y=0576.850-0586.170 | tông (Ranh Phía Bắc
P=1943 | X=0173.590-0240.870 | Y=0580.490-0591.730 | Đường ĐT 751
P=1943 | X=0093.860-0153.010 | Y=0582.370-0591.690 | 55 - Khu phố
P=1943 | X=0382.700-0407.750 | Y=0582.370-0591.690 | 1.100
P=1943 | X=0435.770-0452.410 | Y=0582.370-0591.690 | 790
P=1943 | X=0505.390-0522.030 | Y=0582.370-0591.690 | 680
P=1943 | X=0262.660-0359.000 | Y=0586.250-0597.490 | thửa đất số 11 tờ bản
P=1943 | X=0109.490-0164.760 | Y=0593.890-0603.210 | Minh Long 2
P=1943 | X=0262.660-0309.720 | Y=0597.770-0609.010 | đồ số 137)
P=1943 | X=0109.490-0168.370 | Y=0615.770-0627.010 | Đường số 32
P=1943 | X=0173.590-0240.870 | Y=0627.310-0638.550 | Đường ĐT 751
P=1943 | X=0262.660-0321.560 | Y=0627.310-0638.550 | Đường số 40
P=1943 | X=0093.860-0153.010 | Y=0629.190-0638.510 | 56 - Khu phố
P=1943 | X=0390.860-0407.500 | Y=0629.190-0638.510 | 960
P=1943 | X=0435.770-0452.410 | Y=0629.190-0638.510 | 670
P=1943 | X=0505.390-0522.030 | Y=0629.190-0638.510 | 580
P=1943 | X=0109.490-0164.760 | Y=0640.710-0650.030 | Minh Long 3
P=1943 | X=0109.490-0168.370 | Y=0656.830-0668.070 | Đường số 32
P=1943 | X=0173.590-0232.470 | Y=0668.350-0679.590 | Đường số 40
P=1943 | X=0093.860-0153.010 | Y=0670.230-0679.550 | 57 - Khu phố
P=1943 | X=0262.660-0305.730 | Y=0670.230-0679.550 | Hết tuyến
P=1943 | X=0390.860-0407.500 | Y=0670.230-0679.550 | 700
P=1943 | X=0435.770-0452.410 | Y=0670.230-0679.550 | 490
P=1943 | X=0505.390-0522.030 | Y=0670.230-0679.550 | 420
P=1943 | X=0109.490-0164.760 | Y=0681.750-0691.070 | Minh Long 3
P=1943 | X=0093.860-0154.450 | Y=0697.870-0709.110 | 58 Đường số
P=1943 | X=0173.590-0232.470 | Y=0697.870-0709.110 | Đường số 32
P=1943 | X=0262.660-0321.560 | Y=0697.870-0709.110 | Đường số 30
P=1943 | X=0390.860-0407.500 | Y=0699.750-0709.070 | 960
P=1943 | X=0435.770-0452.410 | Y=0699.750-0709.070 | 670
P=1943 | X=0505.390-0522.030 | Y=0699.750-0709.070 | 580
P=1944 | X=0109.490-0154.210 | Y=0074.620-0083.940 | 32A - Khu
P=1944 | X=0109.490-0150.840 | Y=0086.140-0095.460 | phố Minh
P=1944 | X=0109.490-0140.060 | Y=0097.660-0106.980 | Long 3
P=1944 | X=0109.490-0154.450 | Y=0113.780-0125.020 | Đường số
P=1944 | X=0109.490-0154.210 | Y=0127.210-0136.530 | 32B - Khu
P=1944 | X=0173.590-0232.470 | Y=0131.090-0142.330 | Đường số 32
P=1944 | X=0093.860-0104.980 | Y=0132.970-0142.290 | 59
P=1944 | X=0262.660-0305.730 | Y=0132.970-0142.290 | Hết tuyến
P=1944 | X=0390.860-0407.500 | Y=0132.970-0142.290 | 960
P=1944 | X=0435.770-0452.410 | Y=0132.970-0142.290 | 670
P=1944 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 580
P=1944 | X=0109.490-0150.840 | Y=0138.730-0148.050 | phố Minh
P=1944 | X=0109.490-0140.060 | Y=0150.250-0159.570 | Long 3
P=1944 | X=0109.490-0154.450 | Y=0166.370-0177.610 | Đường số
P=1944 | X=0109.490-0154.690 | Y=0179.530-0188.850 | 32C - Khu
P=1944 | X=0173.590-0232.470 | Y=0183.410-0194.650 | Đường số 32
P=1944 | X=0093.860-0104.980 | Y=0185.290-0194.610 | 60
P=1944 | X=0262.660-0305.730 | Y=0185.290-0194.610 | Hết tuyến
P=1944 | X=0390.860-0407.500 | Y=0185.290-0194.610 | 960
P=1944 | X=0435.770-0452.410 | Y=0185.290-0194.610 | 670
P=1944 | X=0505.390-0522.030 | Y=0185.290-0194.610 | 580
P=1944 | X=0109.490-0150.840 | Y=0191.050-0200.370 | phố Minh
P=1944 | X=0109.490-0140.060 | Y=0202.590-0211.910 | Long 3
P=1944 | X=0109.490-0168.370 | Y=0218.710-0229.950 | Đường số 33
P=1944 | X=0173.590-0240.870 | Y=0230.230-0241.470 | Đường ĐT 751
P=1944 | X=0262.660-0321.560 | Y=0230.230-0241.470 | Đường số 35
P=1944 | X=0093.860-0153.010 | Y=0232.110-0241.430 | 61 - Khu phố
P=1944 | X=0382.700-0407.750 | Y=0232.110-0241.430 | 1.100
P=1944 | X=0435.770-0452.410 | Y=0232.110-0241.430 | 790
P=1944 | X=0505.390-0522.030 | Y=0232.110-0241.430 | 680
P=1944 | X=0109.490-0164.760 | Y=0243.630-0252.950 | Minh Long 2
P=1944 | X=0109.490-0168.370 | Y=0259.750-0270.990 | Đường số 34
P=1944 | X=0173.590-0240.870 | Y=0271.270-0282.510 | Đường ĐT 751
P=1944 | X=0093.860-0153.010 | Y=0273.150-0282.470 | 62 - Khu phố
P=1944 | X=0262.660-0305.730 | Y=0273.150-0282.470 | Hết tuyến
P=1944 | X=0390.860-0407.500 | Y=0273.150-0282.470 | 960
P=1944 | X=0435.770-0452.410 | Y=0273.150-0282.470 | 670
P=1944 | X=0505.390-0522.030 | Y=0273.150-0282.470 | 580
P=1944 | X=0109.490-0164.760 | Y=0284.700-0294.020 | Minh Long 3
P=1944 | X=0109.490-0168.370 | Y=0300.820-0312.060 | Đường số 35
P=1944 | X=0262.660-0362.120 | Y=0306.580-0317.820 | Ngã ba đường Đường
P=1944 | X=0173.590-0240.870 | Y=0312.340-0323.580 | Đường ĐT 751
P=1944 | X=0093.860-0153.010 | Y=0314.220-0323.540 | 63 - Khu phố
P=1944 | X=0382.700-0407.750 | Y=0314.220-0323.540 | 1.100
P=1944 | X=0435.770-0452.410 | Y=0314.220-0323.540 | 790
P=1944 | X=0505.390-0522.030 | Y=0314.220-0323.540 | 680
P=1944 | X=0262.660-0314.590 | Y=0319.980-0329.300 | số 33 và 35
P=1944 | X=0109.490-0164.760 | Y=0325.740-0335.060 | Minh Long 2
P=1944 | X=0109.490-0168.370 | Y=0341.860-0353.100 | Đường số 35
P=1944 | X=0173.590-0238.750 | Y=0347.620-0358.860 | Ngã ba đường
P=1944 | X=0262.660-0321.560 | Y=0353.380-0364.620 | Đường số 51
P=1944 | X=0093.860-0153.010 | Y=0355.260-0364.580 | 64 - Khu phố
P=1944 | X=0390.860-0407.500 | Y=0355.260-0364.580 | 960
P=1944 | X=0435.770-0452.410 | Y=0355.260-0364.580 | 670
P=1944 | X=0505.390-0522.030 | Y=0355.260-0364.580 | 580
P=1944 | X=0173.590-0259.840 | Y=0359.140-0370.380 | Đường số 33 và 35
P=1944 | X=0109.490-0164.760 | Y=0366.780-0376.100 | Minh Long 2
P=1944 | X=0109.490-0168.370 | Y=0382.920-0394.160 | Đường số 36
P=1944 | X=0173.590-0240.870 | Y=0394.200-0405.440 | Đường ĐT 751
P=1944 | X=0262.660-0354.920 | Y=0394.200-0405.440 | Ngã tư Đường số 40
P=1944 | X=0093.860-0153.010 | Y=0396.080-0405.400 | 65 - Khu phố
P=1944 | X=0382.700-0407.750 | Y=0396.080-0405.400 | 1.100
P=1944 | X=0435.770-0452.410 | Y=0396.080-0405.400 | 790
P=1944 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 680
P=1944 | X=0109.490-0164.770 | Y=0407.600-0416.920 | Minh Long 3
P=1944 | X=0109.490-0168.370 | Y=0423.720-0434.960 | Đường số 36
P=1944 | X=0262.660-0353.400 | Y=0423.720-0434.960 | Mương thoát nước -
P=1944 | X=0173.590-0251.940 | Y=0429.480-0440.720 | Ngã tư Đường số
P=1944 | X=0093.860-0153.010 | Y=0437.120-0446.440 | 66 - Khu phố
P=1944 | X=0262.660-0358.030 | Y=0437.120-0446.440 | Khu phố Minh Long 3
P=1944 | X=0390.860-0407.500 | Y=0437.120-0446.440 | 700
P=1944 | X=0435.770-0452.410 | Y=0437.120-0446.440 | 490
P=1944 | X=0505.390-0522.030 | Y=0437.120-0446.440 | 420
P=1944 | X=0173.590-0184.710 | Y=0442.880-0452.200 | 40
P=1944 | X=0262.660-0336.090 | Y=0446.760-0458.000 | (Cầu Bưng Cao)
P=1944 | X=0109.490-0164.760 | Y=0448.640-0457.960 | Minh Long 3
P=1944 | X=0173.590-0258.100 | Y=0464.780-0476.020 | Mương thoát nước
P=1944 | X=0109.490-0168.370 | Y=0470.540-0481.780 | Đường số 36
P=1944 | X=0173.590-0241.590 | Y=0478.180-0487.500 | - Khu phố Minh
P=1944 | X=0262.660-0325.620 | Y=0482.060-0493.300 | Đường ĐH 06
P=1944 | X=0093.860-0153.010 | Y=0483.940-0493.260 | 67 - Khu phố
P=1944 | X=0390.860-0407.500 | Y=0483.940-0493.260 | 600
P=1944 | X=0435.770-0452.410 | Y=0483.940-0493.260 | 420
P=1944 | X=0505.390-0522.030 | Y=0483.940-0493.260 | 360
P=1944 | X=0173.590-0256.020 | Y=0489.700-0499.020 | Long 3 (Cầu Bưng
P=1944 | X=0109.490-0164.760 | Y=0495.460-0504.780 | Minh Long 3
P=1944 | X=0173.590-0195.200 | Y=0501.220-0510.540 | Cao)
P=1944 | X=0109.490-0168.370 | Y=0517.340-0528.580 | Đường số 37
P=1944 | X=0173.590-0240.870 | Y=0528.860-0540.100 | Đường ĐT 751
P=1944 | X=0093.860-0153.010 | Y=0530.740-0540.060 | 68 - Khu phố
P=1944 | X=0262.660-0305.730 | Y=0530.740-0540.060 | Hết tuyến
P=1944 | X=0382.700-0407.750 | Y=0530.740-0540.060 | 1.100
P=1944 | X=0435.770-0452.410 | Y=0530.740-0540.060 | 790
P=1944 | X=0505.390-0522.030 | Y=0530.740-0540.060 | 680
P=1944 | X=0109.490-0164.760 | Y=0542.290-0551.610 | Minh Long 2
P=1944 | X=0109.490-0168.370 | Y=0558.410-0569.650 | Đường số 38
P=1944 | X=0173.590-0240.870 | Y=0569.930-0581.170 | Đường ĐT 751
P=1944 | X=0262.660-0354.920 | Y=0569.930-0581.170 | Ngã ba đường số 40
P=1944 | X=0093.860-0153.010 | Y=0571.810-0581.130 | 69 - Khu phố
P=1944 | X=0382.700-0407.750 | Y=0571.810-0581.130 | 1.100
P=1944 | X=0435.770-0452.410 | Y=0571.810-0581.130 | 790
