TABLE=028 | AREA=Xã Xuân Phú | SECTION=non-agricultural | SEGMENTS=1
P=1023 | X=0106.850-0375.990 | Y=0130.850-0142.090 | thửa đất số 259, tờ BĐĐC số 24 về bên trái, xã Xuân Phú có
P=1023 | X=0092.900-0104.020 | Y=0138.730-0148.050 | 26
P=1023 | X=0402.140-0418.780 | Y=0138.730-0148.050 | 710
P=1023 | X=0438.410-0455.050 | Y=0138.730-0148.050 | 500
P=1023 | X=0505.630-0522.270 | Y=0138.730-0148.050 | 430
P=1023 | X=0106.850-0300.460 | Y=0142.370-0153.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1023 | X=0106.850-0337.930 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1023 | X=0106.850-0384.020 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1023 | X=0106.850-0380.360 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1023 | X=0106.850-0378.070 | Y=0206.470-0217.710 | ra Đường Bình Hòa - Long Khánh đoạn từ Quốc lộ 1 đến Hết
P=1023 | X=0106.850-0374.840 | Y=0217.990-0229.230 | ranh thửa đất số 18, tờ BĐĐC số 28 về bên phải và hết ranh
P=1023 | X=0106.850-0375.990 | Y=0229.510-0240.750 | thửa đất số 259, tờ BĐĐC số 24 về bên trái, xã Xuân Phú có
P=1023 | X=0106.850-0300.460 | Y=0241.030-0252.270 | hiện trạng là đường nhựa, bê tông xi măng:
P=1023 | X=0092.900-0104.020 | Y=0251.790-0261.110 | 27
P=1023 | X=0402.140-0418.780 | Y=0251.790-0261.110 | 590
P=1023 | X=0438.410-0455.050 | Y=0251.790-0261.110 | 410
P=1023 | X=0505.630-0522.270 | Y=0251.790-0261.110 | 350
P=1023 | X=0106.850-0338.400 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1023 | X=0106.850-0360.140 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1023 | X=0106.850-0201.800 | Y=0287.620-0298.860 | >500m đến ≤1.000m.
P=1023 | X=0106.850-0330.020 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1023 | X=0106.850-0380.360 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1023 | X=0106.850-0378.070 | Y=0334.420-0345.660 | ra Đường Bình Hòa - Long Khánh đoạn từ Quốc lộ 1 đến Hết
P=1023 | X=0106.850-0374.840 | Y=0345.700-0356.940 | ranh thửa đất số 18, tờ BĐĐC số 28 về bên phải và hết ranh
P=1023 | X=0106.850-0375.990 | Y=0357.220-0368.460 | thửa đất số 259, tờ BĐĐC số 24 về bên trái, xã Xuân Phú có
P=1023 | X=0092.900-0300.460 | Y=0368.760-0380.200 | 28 hiện trạng là đường nhựa, bê tông xi măng:
P=1023 | X=0402.140-0418.780 | Y=0370.880-0380.200 | 480
P=1023 | X=0438.410-0455.050 | Y=0370.880-0380.200 | 340
P=1023 | X=0505.630-0522.270 | Y=0370.880-0380.200 | 290
P=1023 | X=0106.850-0347.940 | Y=0386.280-0397.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1023 | X=0106.850-0148.990 | Y=0399.680-0409.000 | >1.000m.
P=1023 | X=0106.850-0330.490 | Y=0415.320-0426.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1023 | X=0309.720-0368.840 | Y=0434.960-0444.280 | Giáo xứ Bình
P=1023 | X=0092.900-0199.100 | Y=0444.600-0455.840 | 29 Đường Xuân Phú 16
P=1023 | X=0235.300-0278.340 | Y=0446.480-0455.800 | Quốc lộ 1
P=1023 | X=0309.720-0370.750 | Y=0446.480-0455.800 | Hòa (xã Xuân
P=1023 | X=0393.980-0419.030 | Y=0446.480-0455.800 | 1.300
P=1023 | X=0438.410-0455.050 | Y=0446.480-0455.800 | 910
P=1023 | X=0505.630-0522.270 | Y=0446.480-0455.800 | 780
P=1023 | X=0309.720-0330.840 | Y=0458.020-0467.340 | Phú)
P=1023 | X=0106.850-0381.090 | Y=0473.900-0485.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1023 | X=0106.850-0366.410 | Y=0485.420-0496.660 | Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã Xuân
P=1023 | X=0106.850-0337.690 | Y=0496.940-0508.180 | Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1023 | X=0092.900-0104.020 | Y=0504.820-0514.140 | 30
P=1023 | X=0402.140-0418.780 | Y=0504.820-0514.140 | 670
P=1023 | X=0438.410-0455.050 | Y=0504.820-0514.140 | 470
P=1023 | X=0505.630-0522.270 | Y=0504.820-0514.140 | 400
P=1023 | X=0106.850-0337.930 | Y=0514.220-0525.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1023 | X=0106.850-0384.020 | Y=0531.740-0542.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1023 | X=0106.850-0381.090 | Y=0549.530-0560.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1023 | X=0106.850-0366.410 | Y=0561.050-0572.290 | Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã Xuân
P=1023 | X=0106.850-0337.690 | Y=0572.570-0583.810 | Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1023 | X=0092.900-0338.400 | Y=0590.090-0604.410 | 31 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1023 | X=0402.140-0418.780 | Y=0595.090-0604.410 | 600
P=1023 | X=0438.410-0455.050 | Y=0595.090-0604.410 | 420
P=1023 | X=0505.630-0522.270 | Y=0595.090-0604.410 | 360
P=1023 | X=0106.850-0360.140 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1023 | X=0106.850-0201.800 | Y=0619.150-0630.390 | >500m đến ≤1.000m.
P=1023 | X=0106.850-0330.020 | Y=0636.670-0647.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1023 | X=0106.850-0381.090 | Y=0654.430-0665.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=1023 | X=0106.850-0366.410 | Y=0665.950-0677.190 | Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình Hòa (xã Xuân
P=1023 | X=0092.900-0337.690 | Y=0677.470-0691.550 | 32 Phú) có hiện trạng là đường nhựa, bê tông xi măng:
P=1023 | X=0402.140-0418.780 | Y=0682.230-0691.550 | 450
P=1023 | X=0438.410-0455.050 | Y=0682.230-0691.550 | 320
P=1023 | X=0505.630-0522.270 | Y=0682.230-0691.550 | 270
P=1023 | X=0106.850-0347.940 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1023 | X=0106.850-0148.990 | Y=0708.180-0717.500 | >1.000m.
P=1024 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1024 | X=0106.850-0380.360 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1024 | X=0106.850-0375.090 | Y=0107.780-0119.020 | ra Đường Xuân Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình
P=1024 | X=0106.850-0370.990 | Y=0119.330-0130.570 | Hòa (xã Xuân Phú) có hiện trạng là đường nhựa, bê tông xi
P=1024 | X=0092.900-0134.850 | Y=0130.850-0142.290 | 33 măng:
P=1024 | X=0402.140-0418.780 | Y=0132.970-0142.290 | 600
P=1024 | X=0438.410-0455.050 | Y=0132.970-0142.290 | 420
P=1024 | X=0505.630-0522.270 | Y=0132.970-0142.290 | 360
P=1024 | X=0106.850-0337.940 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1024 | X=0106.850-0384.020 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1024 | X=0106.850-0380.360 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1024 | X=0106.850-0375.090 | Y=0194.930-0206.170 | ra Đường Xuân Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình
P=1024 | X=0106.850-0371.020 | Y=0206.470-0217.710 | Hòa (xã Xuân Phú) có hiện trạng là đường nhựa, bê tông xi
P=1024 | X=0106.850-0134.850 | Y=0217.990-0229.230 | măng:
P=1024 | X=0092.900-0338.400 | Y=0234.750-0246.750 | 34 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1024 | X=0402.140-0418.780 | Y=0234.750-0244.070 | 540
P=1024 | X=0438.410-0455.050 | Y=0234.750-0244.070 | 380
P=1024 | X=0505.630-0522.270 | Y=0234.750-0244.070 | 320
P=1024 | X=0106.850-0360.140 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1024 | X=0106.850-0201.800 | Y=0264.550-0275.790 | >500m đến ≤1.000m.
P=1024 | X=0106.850-0330.020 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1024 | X=0106.850-0380.360 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1024 | X=0106.850-0375.090 | Y=0311.380-0322.620 | ra Đường Xuân Phú 16 đoạn từ Quốc lộ 1 đến Giáo xứ Bình
P=1024 | X=0106.850-0370.990 | Y=0322.900-0334.140 | Hòa (xã Xuân Phú) có hiện trạng là đường nhựa, bê tông xi
P=1024 | X=0106.850-0134.850 | Y=0334.420-0345.660 | măng:
P=1024 | X=0092.900-0104.020 | Y=0342.300-0351.620 | 35
P=1024 | X=0402.140-0418.780 | Y=0342.300-0351.620 | 410
P=1024 | X=0438.410-0455.050 | Y=0342.300-0351.620 | 290
P=1024 | X=0505.630-0522.270 | Y=0342.300-0351.620 | 250
P=1024 | X=0106.850-0347.940 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1024 | X=0106.850-0148.990 | Y=0365.100-0374.420 | >1.000m.
P=1024 | X=0106.850-0330.490 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1024 | X=0092.900-0190.250 | Y=0398.520-0409.760 | 36 Đường Trường An
P=1024 | X=0235.300-0278.340 | Y=0400.400-0409.720 | Quốc lộ 1
P=1024 | X=0309.720-0368.950 | Y=0400.400-0409.720 | Suối Gia Mứt
P=1024 | X=0393.980-0419.030 | Y=0400.400-0409.720 | 1.300
P=1024 | X=0438.410-0455.050 | Y=0400.400-0409.720 | 910
P=1024 | X=0505.630-0522.270 | Y=0400.400-0409.720 | 780
P=1024 | X=0106.850-0355.170 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1024 | X=0106.850-0380.630 | Y=0427.800-0439.040 | Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện trạng
P=1024 | X=0106.850-0253.180 | Y=0439.320-0450.560 | là đường nhựa, bê tông xi măng:
P=1024 | X=0092.900-0104.020 | Y=0447.200-0456.520 | 37
P=1024 | X=0402.140-0418.780 | Y=0447.200-0456.520 | 670
P=1024 | X=0438.410-0455.050 | Y=0447.200-0456.520 | 470
P=1024 | X=0505.630-0522.270 | Y=0447.200-0456.520 | 400
P=1024 | X=0106.850-0337.930 | Y=0456.860-0468.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1024 | X=0106.850-0384.020 | Y=0474.380-0485.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1024 | X=0106.850-0355.170 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1024 | X=0106.850-0380.630 | Y=0503.660-0514.900 | Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện trạng
P=1024 | X=0106.850-0253.180 | Y=0515.180-0526.420 | là đường nhựa, bê tông xi măng:
P=1024 | X=0092.900-0338.400 | Y=0532.490-0546.810 | 38 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1024 | X=0402.140-0418.780 | Y=0537.490-0546.810 | 600
P=1024 | X=0438.410-0455.050 | Y=0537.490-0546.810 | 420
P=1024 | X=0505.630-0522.270 | Y=0537.490-0546.810 | 360
P=1024 | X=0106.850-0360.140 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1024 | X=0106.850-0201.800 | Y=0561.530-0572.770 | >500m đến ≤1.000m.
P=1024 | X=0106.850-0330.020 | Y=0579.050-0590.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1024 | X=0106.850-0355.170 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1024 | X=0106.850-0380.630 | Y=0608.330-0619.570 | Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có hiện trạng
P=1024 | X=0106.850-0253.190 | Y=0619.870-0631.110 | là đường nhựa, bê tông xi măng:
P=1024 | X=0092.900-0104.020 | Y=0633.510-0642.830 | 39
P=1024 | X=0402.140-0418.780 | Y=0633.510-0642.830 | 450
P=1024 | X=0438.410-0455.050 | Y=0633.510-0642.830 | 320
P=1024 | X=0505.630-0522.270 | Y=0633.510-0642.830 | 270
P=1024 | X=0106.850-0347.940 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1024 | X=0106.850-0148.990 | Y=0650.790-0660.110 | >1.000m.
P=1024 | X=0106.850-0330.490 | Y=0666.430-0677.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1024 | X=0106.850-0380.360 | Y=0684.190-0695.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1024 | X=0092.900-0379.410 | Y=0695.710-0706.950 | 40 ra Đường Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có
P=1024 | X=0402.140-0418.780 | Y=0697.590-0706.910 | 600
P=1024 | X=0438.410-0455.050 | Y=0697.590-0706.910 | 420
P=1024 | X=0505.630-0522.270 | Y=0697.590-0706.910 | 360
P=1024 | X=0106.850-0300.460 | Y=0707.250-0718.490 | hiện trạng là đường nhựa, bê tông xi măng:
P=1025 | X=0106.850-0337.930 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1025 | X=0106.850-0384.020 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1025 | X=0106.850-0380.360 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1025 | X=0106.850-0379.410 | Y=0125.330-0136.570 | ra Đường Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có
P=1025 | X=0106.850-0300.460 | Y=0136.850-0148.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=1025 | X=0092.900-0338.400 | Y=0154.370-0168.450 | 41 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1025 | X=0402.140-0418.780 | Y=0159.130-0168.450 | 540
P=1025 | X=0438.410-0455.050 | Y=0159.130-0168.450 | 380
P=1025 | X=0505.630-0522.270 | Y=0159.130-0168.450 | 320
P=1025 | X=0106.850-0360.140 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1025 | X=0106.850-0201.800 | Y=0183.170-0194.410 | >500m đến ≤1.000m.
P=1025 | X=0106.850-0330.020 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1025 | X=0106.850-0380.360 | Y=0218.470-0229.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1025 | X=0106.850-0379.410 | Y=0229.990-0241.230 | ra Đường Trường An đoạn từ Quốc lộ 1 đến Suối Gia Mứt có
P=1025 | X=0106.850-0300.460 | Y=0241.510-0252.750 | hiện trạng là đường nhựa, bê tông xi măng:
P=1025 | X=0092.900-0104.020 | Y=0255.150-0264.470 | 42
P=1025 | X=0402.140-0418.780 | Y=0255.150-0264.470 | 410
P=1025 | X=0438.410-0455.050 | Y=0255.150-0264.470 | 290
P=1025 | X=0505.630-0522.270 | Y=0255.150-0264.470 | 250
P=1025 | X=0106.850-0347.940 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1025 | X=0106.850-0148.990 | Y=0272.430-0281.750 | >1.000m.
P=1025 | X=0106.850-0330.490 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1025 | X=0106.850-0231.970 | Y=0305.860-0317.100 | Đường Làng Dân tộc Chơro
P=1025 | X=0092.900-0104.020 | Y=0313.500-0322.820 | 43
P=1025 | X=0235.300-0278.340 | Y=0313.500-0322.820 | Quốc lộ 1
P=1025 | X=0309.720-0372.670 | Y=0313.500-0322.820 | Cầu Bình Hòa
P=1025 | X=0393.980-0419.030 | Y=0313.500-0322.820 | 1.600
P=1025 | X=0430.250-0455.300 | Y=0313.500-0322.820 | 1.100
P=1025 | X=0505.630-0522.270 | Y=0313.500-0322.820 | 960
P=1025 | X=0106.850-0229.230 | Y=0317.380-0328.620 | ấp Bình Hòa (xã Xuân Phú)
P=1025 | X=0106.850-0380.140 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng
P=1025 | X=0106.850-0380.620 | Y=0346.660-0357.900 | Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Quốc lộ 1
P=1025 | X=0106.850-0368.110 | Y=0357.940-0369.180 | đến Cầu Bình Hòa có hiện trạng là đường nhựa, bê tông xi
P=1025 | X=0092.900-0134.850 | Y=0369.480-0380.920 | 44 măng:
P=1025 | X=0402.140-0418.780 | Y=0371.600-0380.920 | 780
P=1025 | X=0438.410-0455.050 | Y=0371.600-0380.920 | 550
P=1025 | X=0505.630-0522.270 | Y=0371.600-0380.920 | 470
P=1025 | X=0106.850-0337.930 | Y=0387.000-0398.240 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1025 | X=0106.850-0384.020 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1025 | X=0106.850-0380.140 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng
P=1025 | X=0106.850-0380.620 | Y=0433.800-0445.040 | Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Quốc lộ 1
P=1025 | X=0106.850-0368.110 | Y=0445.320-0456.560 | đến Cầu Bình Hòa có hiện trạng là đường nhựa, bê tông xi
P=1025 | X=0106.850-0134.850 | Y=0456.860-0468.100 | măng:
P=1025 | X=0092.900-0338.400 | Y=0473.380-0485.620 | 45 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1025 | X=0402.140-0418.780 | Y=0473.380-0482.700 | 650
P=1025 | X=0438.410-0455.050 | Y=0473.380-0482.700 | 460
P=1025 | X=0505.630-0522.270 | Y=0473.380-0482.700 | 390
P=1025 | X=0106.850-0360.140 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1025 | X=0106.850-0201.800 | Y=0503.420-0514.660 | >500m đến ≤1.000m.
P=1025 | X=0106.850-0330.040 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1025 | X=0106.850-0380.140 | Y=0538.490-0549.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Làng
P=1025 | X=0106.850-0380.620 | Y=0550.010-0561.250 | Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú) đoạn từ Quốc lộ 1
P=1025 | X=0106.850-0368.110 | Y=0561.530-0572.770 | đến Cầu Bình Hòa có hiện trạng là đường nhựa, bê tông xi
P=1025 | X=0106.850-0134.850 | Y=0573.050-0584.290 | măng:
P=1025 | X=0092.900-0104.020 | Y=0580.930-0590.250 | 46
P=1025 | X=0402.140-0418.780 | Y=0580.930-0590.250 | 520
P=1025 | X=0438.410-0455.050 | Y=0580.930-0590.250 | 360
P=1025 | X=0505.630-0522.270 | Y=0580.930-0590.250 | 310
P=1025 | X=0106.850-0347.940 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1025 | X=0106.850-0149.010 | Y=0603.970-0613.290 | >1.000m.
P=1025 | X=0106.850-0330.490 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1025 | X=0106.850-0380.360 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1025 | X=0106.850-0368.490 | Y=0648.910-0660.150 | ra Đường Làng Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú)
P=1025 | X=0106.850-0376.060 | Y=0660.430-0671.670 | đoạn từ Quốc lộ 1 đến Cầu Bình Hòa có hiện trạng là đường
P=1025 | X=0092.900-0209.990 | Y=0671.950-0683.390 | 47 nhựa, bê tông xi măng:
P=1025 | X=0402.140-0418.780 | Y=0674.070-0683.390 | 700
P=1025 | X=0438.410-0455.050 | Y=0674.070-0683.390 | 490
P=1025 | X=0505.630-0522.270 | Y=0674.070-0683.390 | 420
P=1025 | X=0106.850-0337.930 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1025 | X=0106.850-0384.020 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1026 | X=0106.850-0380.360 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1026 | X=0106.850-0368.490 | Y=0090.020-0101.260 | ra Đường Làng Dân tộc Chơro ấp Bình Hòa (xã Xuân Phú)
P=1026 | X=0106.850-0376.060 | Y=0101.540-0112.780 | đoạn từ Quốc lộ 1 đến Cầu Bình Hòa có hiện trạng là đường
P=1026 | X=0106.850-0209.960 | Y=0113.060-0124.300 | nhựa, bê tông xi măng:
P=1026 | X=0092.900-0338.400 | Y=0129.610-0141.850 | 48 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1026 | X=0402.140-0418.780 | Y=0129.610-0138.930 | 590
P=1026 | X=0438.410-0455.050 | Y=0129.610-0138.930 | 410
P=1026 | X=0505.630-0522.270 | Y=0129.610-0138.930 | 350
P=1026 | X=0106.850-0360.140 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1026 | X=0106.850-0201.800 | Y=0159.410-0170.650 | >500m đến ≤1.000m.
P=1026 | X=0106.850-0330.020 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1026 | X=0106.850-0380.360 | Y=0194.690-0205.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
