TABLE=067 | AREA=Xã Đồng Tâm | SECTION=non-agricultural | SEGMENTS=1
P=2035 | X=0107.330-0237.510 | Y=0363.940-0375.180 | Đường liên xã Tân Phú - Tân
P=2035 | X=0252.340-0329.960 | Y=0365.820-0375.140 | Ranh thị trấn Tân
P=2035 | X=0090.020-0106.660 | Y=0371.600-0380.920 | 133
P=2035 | X=0342.360-0384.190 | Y=0371.600-0380.920 | thôn Thái
P=2035 | X=0420.650-0437.290 | Y=0371.600-0380.920 | 380
P=2035 | X=0467.210-0483.850 | Y=0371.600-0380.920 | 270
P=2035 | X=0505.390-0522.030 | Y=0371.600-0380.920 | 230
P=2035 | X=0107.330-0220.380 | Y=0375.480-0386.720 | Tiến cũ (đoạn điều chỉnh)
P=2035 | X=0252.340-0283.610 | Y=0375.480-0386.720 | Phú cũ
P=2035 | X=0342.360-0366.220 | Y=0381.240-0392.480 | Dũng
P=2035 | X=0107.330-0234.640 | Y=0399.240-0410.480 | Các tuyến đường giao thông
P=2035 | X=0090.020-0302.600 | Y=0410.760-0422.000 | 134 còn lại trên địa bàn thị trấn Tân Toàn tuyến
P=2035 | X=0420.650-0437.290 | Y=0412.640-0421.960 | 600
P=2035 | X=0467.210-0483.850 | Y=0412.640-0421.960 | 420
P=2035 | X=0505.390-0522.030 | Y=0412.640-0421.960 | 360
P=2035 | X=0107.330-0138.600 | Y=0422.280-0433.520 | Phú cũ
P=2035 | X=0107.330-0251.930 | Y=0440.280-0451.520 | Đường giao thông liên xã còn lại
P=2035 | X=0090.020-0302.600 | Y=0451.820-0463.060 | 135 trên địa bàn xã Tân Tiến và Tân Toàn tuyến
P=2035 | X=0420.650-0437.290 | Y=0453.700-0463.020 | 510
P=2035 | X=0467.210-0483.850 | Y=0453.700-0463.020 | 360
P=2035 | X=0505.390-0522.030 | Y=0453.700-0463.020 | 310
P=2035 | X=0107.330-0137.410 | Y=0463.340-0474.580 | Lập cũ
P=2035 | X=0107.330-0242.520 | Y=0481.340-0492.580 | Đường giao thông liên thôn có
P=2035 | X=0090.020-0106.660 | Y=0488.980-0498.300 | 136
P=2035 | X=0252.340-0302.600 | Y=0488.980-0498.300 | Toàn tuyến
P=2035 | X=0420.650-0437.290 | Y=0488.980-0498.300 | 430
P=2035 | X=0467.210-0483.850 | Y=0488.980-0498.300 | 300
P=2035 | X=0505.390-0522.030 | Y=0488.980-0498.300 | 260
P=2035 | X=0107.330-0221.430 | Y=0494.740-0504.060 | kết cấu trải nhựa, bê tông
P=2035 | X=0107.330-0248.050 | Y=0510.860-0522.100 | Đường giao thông liên thôn còn
P=2035 | X=0090.020-0106.660 | Y=0518.500-0527.820 | 137
P=2035 | X=0252.340-0302.600 | Y=0518.500-0527.820 | Toàn tuyến
P=2035 | X=0420.650-0437.290 | Y=0518.500-0527.820 | 380
P=2035 | X=0467.210-0483.850 | Y=0518.500-0527.820 | 270
P=2035 | X=0505.390-0522.030 | Y=0518.500-0527.820 | 230
P=2035 | X=0107.330-0117.490 | Y=0524.260-0533.580 | lại
P=2035 | X=0107.330-0234.640 | Y=0540.410-0551.650 | Các tuyến đường giao thông
P=2035 | X=0090.020-0302.600 | Y=0551.930-0563.170 | 138 còn lại trên địa bàn xã Tân Tiến Toàn tuyến
P=2035 | X=0420.650-0437.290 | Y=0553.810-0563.130 | 340
P=2035 | X=0467.210-0483.850 | Y=0553.810-0563.130 | 240
P=2035 | X=0505.390-0522.030 | Y=0553.810-0563.130 | 200
P=2035 | X=0107.330-0171.010 | Y=0563.450-0574.690 | và Tân Lập cũ
P=2035 | X=0090.020-0164.590 | Y=0600.610-0609.930 | 69. Xã Lộc Ninh
P=2035 | X=0251.620-0312.280 | Y=0616.510-0627.750 | Đoạn đường
P=2035 | X=0447.530-0512.560 | Y=0616.510-0627.750 | Giá đất cơ sở
P=2035 | X=0395.420-0429.530 | Y=0628.030-0639.270 | Giá đất
P=2035 | X=0450.650-0509.140 | Y=0629.910-0639.230 | sản xuất phi
P=2035 | X=0119.330-0196.040 | Y=0639.550-0650.790 | Tên đường giao
P=2035 | X=0363.020-0516.990 | Y=0639.550-0650.790 | Giá thương nông nghiệp và
P=2035 | X=0092.180-0104.580 | Y=0647.190-0656.510 | TT
P=2035 | X=0358.700-0519.210 | Y=0651.070-0662.310 | đất ở mại, dịch đất sử dụng cho
P=2035 | X=0143.810-0171.780 | Y=0652.950-0662.270 | thông
P=2035 | X=0217.750-0263.060 | Y=0654.430-0665.670 | Điểm đầu
P=2035 | X=0289.300-0337.240 | Y=0654.430-0665.670 | Điểm cuối
P=2035 | X=0455.690-0504.110 | Y=0662.590-0673.830 | hoạt động
P=2035 | X=0406.700-0418.380 | Y=0664.470-0673.790 | vụ
P=2035 | X=0452.330-0507.950 | Y=0675.990-0685.310 | khoáng sản
P=2035 | X=0208.870-0335.480 | Y=0692.350-0703.590 | Đường Hùng Đường Huỳnh
P=2035 | X=0095.570-0190.230 | Y=0698.110-0709.350 | 1 Đường Quốc lộ 13
P=2035 | X=0357.020-0387.590 | Y=0699.990-0709.310 | 10.100
P=2035 | X=0412.220-0437.270 | Y=0699.990-0709.310 | 7.100
P=2035 | X=0497.230-0522.280 | Y=0699.990-0709.310 | 6.100
P=2035 | X=0208.870-0240.150 | Y=0703.890-0715.130 | Vương
P=2035 | X=0272.020-0312.740 | Y=0705.780-0715.100 | Tấn Phát
P=2036 | X=0208.870-0240.660 | Y=0078.740-0089.980 | Đường
P=2036 | X=0272.020-0341.000 | Y=0084.500-0095.740 | Đường Nguyễn
P=2036 | X=0095.570-0190.230 | Y=0090.260-0101.500 | 2 Đường Quốc lộ 13
P=2036 | X=0208.870-0257.940 | Y=0092.140-0101.460 | Huỳnh Tấn
P=2036 | X=0362.540-0387.590 | Y=0092.140-0101.460 | 8.300
P=2036 | X=0412.220-0437.270 | Y=0092.140-0101.460 | 5.800
P=2036 | X=0497.230-0522.280 | Y=0092.140-0101.460 | 5.000
P=2036 | X=0272.020-0292.730 | Y=0097.900-0107.220 | Bình
P=2036 | X=0208.870-0229.430 | Y=0103.660-0112.980 | Phát
P=2036 | X=0208.870-0240.660 | Y=0119.810-0131.050 | Đường
P=2036 | X=0272.020-0348.360 | Y=0121.690-0131.010 | Giáp ranh xã Lộc
P=2036 | X=0095.570-0190.230 | Y=0125.570-0136.810 | 3 Đường Quốc lộ 13
P=2036 | X=0362.540-0387.590 | Y=0127.450-0136.770 | 5.500
P=2036 | X=0412.220-0437.270 | Y=0127.450-0136.770 | 3.900
P=2036 | X=0497.230-0522.280 | Y=0127.450-0136.770 | 3.300
P=2036 | X=0208.870-0311.640 | Y=0133.210-0142.530 | Nguyễn Bình Thái (cũ)
P=2036 | X=0208.870-0329.970 | Y=0149.330-0160.570 | Đường Hùng Đường Cách
P=2036 | X=0095.570-0190.230 | Y=0155.090-0166.330 | 4 Đường Quốc lộ 13
P=2036 | X=0362.540-0387.590 | Y=0156.970-0166.290 | 8.300
P=2036 | X=0412.220-0437.270 | Y=0156.970-0166.290 | 5.800
P=2036 | X=0497.230-0522.280 | Y=0156.970-0166.290 | 5.000
P=2036 | X=0208.870-0240.150 | Y=0160.850-0172.090 | Vương
P=2036 | X=0272.020-0350.970 | Y=0162.730-0172.050 | Mạng Tháng Tám
P=2036 | X=0208.870-0266.830 | Y=0178.850-0190.090 | Đường Cách
P=2036 | X=0272.020-0348.360 | Y=0186.490-0195.810 | Giáp ranh xã Lộc
P=2036 | X=0095.570-0190.230 | Y=0190.370-0201.610 | 5 Đường Quốc lộ 13
P=2036 | X=0208.870-0265.120 | Y=0192.250-0201.570 | Mạng Tháng
P=2036 | X=0362.540-0387.590 | Y=0192.250-0201.570 | 4.600
P=2036 | X=0412.220-0437.270 | Y=0192.250-0201.570 | 3.200
P=2036 | X=0497.230-0522.280 | Y=0192.250-0201.570 | 2.800
P=2036 | X=0272.020-0289.380 | Y=0198.010-0207.330 | Tấn
P=2036 | X=0208.870-0228.780 | Y=0203.550-0212.870 | Tám
P=2036 | X=0208.870-0347.230 | Y=0219.670-0230.910 | Giáp ranh xã Hết đất cây xăng
P=2036 | X=0095.570-0190.230 | Y=0225.430-0236.670 | 6 Đường Quốc lộ 13
P=2036 | X=0362.540-0387.580 | Y=0227.310-0236.630 | 2.900
P=2036 | X=0412.220-0437.270 | Y=0227.310-0236.630 | 2.000
P=2036 | X=0497.230-0522.280 | Y=0227.310-0236.630 | 1.700
P=2036 | X=0208.870-0252.860 | Y=0231.190-0242.430 | Lộc Hưng
P=2036 | X=0272.020-0308.320 | Y=0233.070-0242.390 | Minh Tú
P=2036 | X=0272.020-0353.960 | Y=0249.190-0260.430 | Hết ranh đất Ngân
P=2036 | X=0208.870-0265.290 | Y=0254.950-0266.190 | Giáp đất cây
P=2036 | X=0095.570-0190.230 | Y=0260.710-0271.950 | 7 Đường Quốc lộ 13
P=2036 | X=0272.020-0336.580 | Y=0262.590-0271.910 | hàng Agribank
P=2036 | X=0362.540-0387.590 | Y=0262.590-0271.910 | 3.600
P=2036 | X=0412.220-0437.270 | Y=0262.590-0271.910 | 2.500
P=2036 | X=0497.230-0522.280 | Y=0262.590-0271.910 | 2.200
P=2036 | X=0208.870-0269.660 | Y=0266.470-0277.710 | xăng Minh Tú
P=2036 | X=0272.020-0310.480 | Y=0274.110-0283.430 | Lộc Thái
P=2036 | X=0208.870-0252.870 | Y=0292.140-0301.460 | Giáp ranh
P=2036 | X=0208.870-0346.760 | Y=0301.780-0313.020 | Ngân hàng Hết ranh đất nhà
P=2036 | X=0095.570-0190.230 | Y=0307.540-0318.780 | 8 Đường Quốc lộ 13
P=2036 | X=0362.540-0387.590 | Y=0309.420-0318.740 | 3.200
P=2036 | X=0412.220-0437.270 | Y=0309.420-0318.740 | 2.200
P=2036 | X=0497.230-0522.280 | Y=0309.420-0318.740 | 1.900
P=2036 | X=0208.870-0351.090 | Y=0315.180-0324.500 | Agribank Lộc nghỉ Trung Thành
P=2036 | X=0208.870-0228.380 | Y=0326.700-0336.020 | Thái
P=2036 | X=0208.870-0269.540 | Y=0342.820-0354.060 | Giáp ranh đất
P=2036 | X=0272.020-0349.640 | Y=0350.460-0359.780 | Giáp ranh thị trấn
P=2036 | X=0095.570-0190.230 | Y=0354.340-0365.580 | 9 Đường Quốc lộ 13
P=2036 | X=0208.870-0247.130 | Y=0356.220-0365.540 | nhà nghỉ
P=2036 | X=0362.540-0387.590 | Y=0356.220-0365.540 | 4.800
P=2036 | X=0412.220-0437.270 | Y=0356.220-0365.540 | 3.400
P=2036 | X=0497.230-0522.280 | Y=0356.220-0365.540 | 2.900
P=2036 | X=0272.020-0331.760 | Y=0360.100-0371.340 | Lộc Ninh (cũ)
P=2036 | X=0208.870-0266.310 | Y=0367.760-0377.080 | Trung Thành
P=2036 | X=0208.870-0337.170 | Y=0383.880-0395.120 | Đường Quốc Ngã ba đường
P=2036 | X=0092.900-0183.730 | Y=0389.640-0400.880 | 10 Đường 7 tháng 4
P=2036 | X=0362.540-0387.590 | Y=0391.520-0400.840 | 9.200
P=2036 | X=0412.220-0437.270 | Y=0391.520-0400.840 | 6.400
P=2036 | X=0497.230-0522.280 | Y=0391.520-0400.840 | 5.500
P=2036 | X=0272.020-0336.210 | Y=0395.400-0406.640 | Điện Biên Phủ
P=2036 | X=0208.870-0230.790 | Y=0397.280-0406.600 | lộ 13
P=2036 | X=0208.870-0241.120 | Y=0415.280-0424.600 | Ngã ba
P=2036 | X=0272.020-0330.450 | Y=0419.160-0430.400 | Đường Hùng
P=2036 | X=0092.900-0183.730 | Y=0424.920-0436.160 | 11 Đường 7 tháng 4
P=2036 | X=0208.870-0262.500 | Y=0424.920-0436.160 | đường Điện
P=2036 | X=0362.540-0387.590 | Y=0426.800-0436.120 | 8.300
P=2036 | X=0412.220-0437.270 | Y=0426.800-0436.120 | 5.800
P=2036 | X=0497.230-0522.280 | Y=0426.800-0436.120 | 5.000
P=2036 | X=0272.020-0303.300 | Y=0430.680-0441.920 | Vương
P=2036 | X=0208.870-0249.780 | Y=0438.080-0447.400 | Biên Phủ
P=2036 | X=0107.330-0193.110 | Y=0454.220-0465.460 | Đường Cách Mạng
P=2036 | X=0208.870-0267.460 | Y=0454.220-0465.460 | Đường Quốc
P=2036 | X=0272.020-0341.680 | Y=0459.980-0471.220 | Ngã ba Sơn Hà
P=2036 | X=0092.900-0104.020 | Y=0461.860-0471.180 | 12
P=2036 | X=0362.540-0387.590 | Y=0461.860-0471.180 | 2.500
P=2036 | X=0412.220-0437.270 | Y=0461.860-0471.180 | 1.800
P=2036 | X=0497.230-0522.280 | Y=0461.860-0471.180 | 1.500
P=2036 | X=0107.330-0158.440 | Y=0467.620-0476.940 | Tháng Tám
P=2036 | X=0208.870-0230.790 | Y=0467.620-0476.940 | lộ 13
P=2036 | X=0107.330-0193.120 | Y=0483.740-0494.980 | Đường Cách Mạng
P=2036 | X=0208.870-0353.960 | Y=0483.740-0494.980 | Ngã ba Sơn Hết tuyến (Qua hố
P=2036 | X=0092.900-0104.020 | Y=0491.380-0500.700 | 13
P=2036 | X=0362.540-0387.590 | Y=0491.380-0500.700 | 1.800
P=2036 | X=0412.220-0437.270 | Y=0491.380-0500.700 | 1.300
P=2036 | X=0497.230-0522.280 | Y=0491.380-0500.700 | 1.100
P=2036 | X=0107.330-0158.440 | Y=0497.140-0506.460 | Tháng Tám
P=2036 | X=0208.870-0221.670 | Y=0497.140-0506.460 | Hà
P=2036 | X=0272.020-0333.940 | Y=0497.140-0506.460 | bom Làng 10)
P=2036 | X=0208.870-0249.060 | Y=0513.260-0524.500 | Đường 7
P=2036 | X=0092.900-0205.840 | Y=0519.020-0530.260 | 14 Đường Điện Biên Phủ
P=2036 | X=0272.020-0348.360 | Y=0520.900-0530.220 | Giáp cầu Ông Kỳ
P=2036 | X=0362.540-0387.590 | Y=0520.900-0530.220 | 8.300
P=2036 | X=0412.220-0437.270 | Y=0520.900-0530.220 | 5.800
P=2036 | X=0497.230-0522.280 | Y=0520.900-0530.220 | 5.000
P=2036 | X=0208.870-0242.310 | Y=0526.660-0535.980 | tháng 4
P=2036 | X=0208.870-0270.900 | Y=0544.690-0554.010 | Giáp cầu Ông
P=2036 | X=0092.900-0205.840 | Y=0548.570-0559.810 | 15 Đường Điện Biên Phủ
P=2036 | X=0272.020-0334.760 | Y=0548.570-0559.810 | Đường Lê Lợi
P=2036 | X=0362.540-0387.590 | Y=0550.450-0559.770 | 3.200
P=2036 | X=0412.220-0437.270 | Y=0550.450-0559.770 | 2.200
P=2036 | X=0497.230-0522.280 | Y=0550.450-0559.770 | 1.900
P=2036 | X=0208.870-0220.630 | Y=0556.210-0565.530 | Kỳ
P=2036 | X=0092.900-0348.440 | Y=0572.330-0583.570 | 16 Đường Điện Biên Phủ Đường Lê Lợi Hết Đường nhựa
P=2036 | X=0362.540-0387.590 | Y=0574.210-0583.530 | 1.400
P=2036 | X=0420.410-0437.050 | Y=0574.210-0583.530 | 960
P=2036 | X=0505.390-0522.030 | Y=0574.210-0583.530 | 830
P=2036 | X=0208.870-0350.110 | Y=0590.330-0601.570 | Đường Hùng Đường Điện Biên
P=2036 | X=0092.900-0189.510 | Y=0596.090-0607.330 | 17 Đường Đồng Khởi
P=2036 | X=0362.540-0387.590 | Y=0597.970-0607.290 | 4.600
P=2036 | X=0412.220-0437.270 | Y=0597.970-0607.290 | 3.200
P=2036 | X=0497.230-0522.280 | Y=0597.970-0607.290 | 2.800
P=2036 | X=0208.870-0240.150 | Y=0601.850-0613.090 | Vương
P=2036 | X=0272.020-0289.860 | Y=0603.730-0613.050 | Phủ
P=2036 | X=0208.870-0240.660 | Y=0619.870-0631.110 | Đường
P=2036 | X=0272.020-0347.710 | Y=0625.630-0636.870 | Đường Trần Văn
P=2036 | X=0092.900-0183.730 | Y=0631.390-0642.630 | 18 Đường 3 tháng 2
P=2036 | X=0208.870-0260.670 | Y=0633.270-0642.590 | Nguyễn Tất
P=2036 | X=0362.540-0387.580 | Y=0633.270-0642.590 | 3.900
P=2036 | X=0412.220-0437.270 | Y=0633.270-0642.590 | 2.700
P=2036 | X=0497.230-0522.280 | Y=0633.270-0642.590 | 2.300
P=2036 | X=0272.020-0287.210 | Y=0639.030-0648.350 | Trà
P=2036 | X=0208.870-0237.280 | Y=0644.790-0654.110 | Thành
P=2036 | X=0208.870-0264.180 | Y=0660.910-0672.150 | Đường Trần
P=2036 | X=0092.900-0183.730 | Y=0666.670-0677.910 | 19 Đường 3 tháng 2
P=2036 | X=0272.020-0315.090 | Y=0668.550-0677.870 | Hết tuyến
P=2036 | X=0362.540-0387.590 | Y=0668.550-0677.870 | 3.700
P=2036 | X=0412.220-0437.270 | Y=0668.550-0677.870 | 2.600
P=2036 | X=0497.230-0522.280 | Y=0668.550-0677.870 | 2.200
P=2036 | X=0208.870-0244.690 | Y=0672.430-0683.670 | Văn Trà
P=2036 | X=0208.870-0267.460 | Y=0690.430-0701.670 | Đường Quốc
P=2036 | X=0092.900-0199.580 | Y=0696.190-0707.430 | 20 Đường Hùng Vương
P=2036 | X=0272.020-0348.440 | Y=0696.190-0707.430 | Đường 7 tháng 4
P=2036 | X=0362.540-0387.590 | Y=0698.070-0707.390 | 4.100
P=2036 | X=0412.220-0437.270 | Y=0698.070-0707.390 | 2.900
P=2036 | X=0497.230-0522.280 | Y=0698.070-0707.390 | 2.500
P=2036 | X=0208.870-0230.790 | Y=0703.860-0713.180 | lộ 13
P=2037 | X=0208.870-0249.060 | Y=0078.740-0089.980 | Đường 7
P=2037 | X=0092.900-0199.580 | Y=0084.500-0095.740 | 21 Đường Hùng Vương
P=2037 | X=0272.020-0387.590 | Y=0084.500-0095.740 | Đường Đồng Khởi 3.700
P=2037 | X=0412.220-0437.270 | Y=0086.380-0095.700 | 2.600
P=2037 | X=0497.230-0522.280 | Y=0086.380-0095.700 | 2.200
P=2037 | X=0208.870-0242.310 | Y=0092.140-0101.460 | tháng 4
P=2037 | X=0208.870-0335.480 | Y=0108.260-0119.500 | Đường Đồng Đường Huỳnh
P=2037 | X=0092.900-0199.580 | Y=0114.050-0125.290 | 22 Đường Hùng Vương
P=2037 | X=0362.540-0387.590 | Y=0115.930-0125.250 | 3.700
P=2037 | X=0412.220-0437.270 | Y=0115.930-0125.250 | 2.600
P=2037 | X=0497.230-0522.280 | Y=0115.930-0125.250 | 2.200
P=2037 | X=0272.020-0316.520 | Y=0119.810-0131.050 | Văn Nghệ
P=2037 | X=0208.870-0230.100 | Y=0121.690-0131.010 | Khởi
P=2037 | X=0107.330-0189.740 | Y=0137.810-0149.050 | Hẻm Đường Hùng
P=2037 | X=0208.870-0249.060 | Y=0137.810-0149.050 | Đường 7
P=2037 | X=0272.020-0330.450 | Y=0137.810-0149.050 | Đường Hùng
P=2037 | X=0092.900-0104.020 | Y=0145.450-0154.770 | 23
P=2037 | X=0362.540-0387.590 | Y=0145.450-0154.770 | 1.500
P=2037 | X=0412.220-0437.270 | Y=0145.450-0154.770 | 1.100
P=2037 | X=0505.390-0522.030 | Y=0145.450-0154.770 | 920
P=2037 | X=0107.330-0138.610 | Y=0149.330-0160.570 | Vương
P=2037 | X=0272.020-0303.300 | Y=0149.330-0160.570 | Vương
P=2037 | X=0208.870-0242.310 | Y=0151.210-0160.530 | tháng 4
P=2037 | X=0208.870-0240.660 | Y=0167.330-0178.570 | Đường
P=2037 | X=0107.330-0200.780 | Y=0173.090-0184.330 | Đường khu phố Ninh
P=2037 | X=0272.020-0348.360 | Y=0174.970-0184.290 | Giáp ranh xã Lộc
P=2037 | X=0092.900-0104.020 | Y=0180.730-0190.050 | 24
P=2037 | X=0208.870-0257.940 | Y=0180.730-0190.050 | Huỳnh Tấn
P=2037 | X=0370.700-0387.340 | Y=0180.730-0190.050 | 840
P=2037 | X=0420.410-0437.050 | Y=0180.730-0190.050 | 590
P=2037 | X=0505.390-0522.030 | Y=0180.730-0190.050 | 500
P=2037 | X=0272.020-0304.970 | Y=0184.610-0195.850 | Thái cũ
P=2037 | X=0107.330-0126.840 | Y=0186.490-0195.810 | Thái
P=2037 | X=0208.870-0229.430 | Y=0192.250-0201.570 | Phát
P=2037 | X=0208.870-0266.660 | Y=0208.390-0219.630 | Đầu ranh đất
P=2037 | X=0092.900-0178.950 | Y=0219.670-0230.910 | 25 Đường ven suối
P=2037 | X=0208.870-0315.330 | Y=0219.670-0230.910 | Trường Sao Cầu ngập
P=2037 | X=0370.700-0387.340 | Y=0221.550-0230.870 | 650
P=2037 | X=0420.410-0437.050 | Y=0221.550-0230.870 | 450
P=2037 | X=0505.390-0522.030 | Y=0221.550-0230.870 | 390
P=2037 | X=0208.870-0244.980 | Y=0233.070-0242.390 | Mai mới
P=2037 | X=0092.900-0191.430 | Y=0249.190-0260.430 | 26 Đường Võ Thị Sáu
P=2037 | X=0208.870-0259.140 | Y=0251.070-0260.390 | Toàn tuyến
P=2037 | X=0362.540-0387.590 | Y=0251.070-0260.390 | 1.100
P=2037 | X=0420.410-0437.050 | Y=0251.070-0260.390 | 750
P=2037 | X=0505.390-0522.030 | Y=0251.070-0260.390 | 640
P=2037 | X=0107.330-0192.390 | Y=0267.190-0278.430 | Đường Hoàng Hoa
P=2037 | X=0208.870-0257.270 | Y=0267.190-0278.430 | Đường Nơ
P=2037 | X=0272.020-0344.360 | Y=0267.190-0278.430 | Đường Lê Hồng
P=2037 | X=0092.900-0104.020 | Y=0274.830-0284.150 | 27
P=2037 | X=0362.540-0387.590 | Y=0274.830-0284.150 | 5.400
P=2037 | X=0412.220-0437.270 | Y=0274.830-0284.150 | 3.700
P=2037 | X=0497.230-0522.280 | Y=0274.830-0284.150 | 3.200
P=2037 | X=0107.330-0132.760 | Y=0280.590-0289.910 | Thám
P=2037 | X=0208.870-0260.080 | Y=0280.590-0289.910 | Trang Long
P=2037 | X=0272.020-0300.910 | Y=0280.590-0289.910 | Phong
P=2037 | X=0107.330-0190.950 | Y=0296.740-0307.980 | Đường Huỳnh Tấn
P=2037 | X=0208.870-0334.030 | Y=0296.740-0307.980 | Đường Quốc Cổng sau nhà
P=2037 | X=0092.900-0104.020 | Y=0304.380-0313.700 | 28
P=2037 | X=0362.540-0387.590 | Y=0304.380-0313.700 | 6.000
P=2037 | X=0412.220-0437.270 | Y=0304.380-0313.700 | 4.200
P=2037 | X=0497.230-0522.280 | Y=0304.380-0313.700 | 3.600
P=2037 | X=0107.330-0127.890 | Y=0310.140-0319.460 | Phát
P=2037 | X=0208.870-0230.790 | Y=0310.140-0319.460 | lộ 13
P=2037 | X=0272.020-0348.440 | Y=0310.140-0319.460 | máy chế biến mủ
P=2037 | X=0208.870-0270.880 | Y=0328.140-0337.460 | Cổng sau nhà
P=2037 | X=0107.330-0190.950 | Y=0332.020-0343.260 | Đường Huỳnh Tấn
P=2037 | X=0272.020-0341.240 | Y=0332.020-0343.260 | Đường Quốc lộ
P=2037 | X=0092.900-0104.020 | Y=0339.660-0348.980 | 29
P=2037 | X=0208.870-0268.500 | Y=0339.660-0348.980 | máy chế biến
P=2037 | X=0362.540-0387.590 | Y=0339.660-0348.980 | 2.700
P=2037 | X=0412.220-0437.270 | Y=0339.660-0348.980 | 1.900
P=2037 | X=0497.230-0522.280 | Y=0339.660-0348.980 | 1.600
P=2037 | X=0107.330-0127.890 | Y=0345.420-0354.740 | Phát
P=2037 | X=0272.020-0283.140 | Y=0345.420-0354.740 | 13
P=2037 | X=0208.870-0223.110 | Y=0351.180-0360.500 | mủ
P=2037 | X=0107.330-0191.410 | Y=0367.320-0378.560 | Đường Huỳnh Văn
P=2037 | X=0208.870-0350.110 | Y=0367.320-0378.560 | Đường Đồng Đường Điện Biên
P=2037 | X=0092.900-0104.020 | Y=0374.960-0384.280 | 30
P=2037 | X=0362.540-0387.590 | Y=0374.960-0384.280 | 6.900
P=2037 | X=0412.220-0437.270 | Y=0374.960-0384.280 | 4.800
P=2037 | X=0497.230-0522.280 | Y=0374.960-0384.280 | 4.100
P=2037 | X=0107.330-0131.170 | Y=0380.720-0390.040 | Nghệ
P=2037 | X=0208.870-0230.100 | Y=0380.720-0390.040 | Khởi
P=2037 | X=0272.020-0289.860 | Y=0380.720-0390.040 | Phủ
P=2037 | X=0208.870-0240.660 | Y=0396.840-0408.080 | Đường
P=2037 | X=0107.330-0179.670 | Y=0402.600-0413.840 | Đường Lê Hồng
P=2037 | X=0272.020-0348.440 | Y=0408.360-0419.600 | Đường 3 tháng 2
P=2037 | X=0092.900-0104.020 | Y=0410.240-0419.560 | 31
P=2037 | X=0208.870-0260.670 | Y=0410.240-0419.560 | Nguyễn Tất
P=2037 | X=0362.540-0387.590 | Y=0410.240-0419.560 | 5.400
P=2037 | X=0412.220-0437.270 | Y=0410.240-0419.560 | 3.700
P=2037 | X=0497.230-0522.280 | Y=0410.240-0419.560 | 3.200
P=2037 | X=0107.330-0136.220 | Y=0416.000-0425.320 | Phong
P=2037 | X=0208.870-0237.280 | Y=0421.760-0431.080 | Thành
P=2037 | X=0208.870-0341.000 | Y=0437.880-0449.120 | Giáp xã Lộc Đường Nguyễn
P=2037 | X=0092.900-0170.070 | Y=0443.640-0454.880 | 32 Đường Lê Lợi
P=2037 | X=0362.540-0387.590 | Y=0445.520-0454.840 | 1.100
P=2037 | X=0420.410-0437.050 | Y=0445.520-0454.840 | 800
P=2037 | X=0505.390-0522.030 | Y=0445.520-0454.840 | 690
P=2037 | X=0208.870-0250.740 | Y=0449.420-0460.660 | Thuận cũ
P=2037 | X=0272.020-0289.370 | Y=0451.300-0460.620 | Trãi
P=2037 | X=0208.870-0240.660 | Y=0467.420-0478.660 | Đường
P=2037 | X=0092.900-0170.070 | Y=0473.180-0484.420 | 33 Đường Lê Lợi
P=2037 | X=0272.020-0315.090 | Y=0475.060-0484.380 | Hết tuyến
P=2037 | X=0362.540-0387.590 | Y=0475.060-0484.380 | 1.800
P=2037 | X=0412.220-0437.270 | Y=0475.060-0484.380 | 1.300
P=2037 | X=0497.230-0522.280 | Y=0475.060-0484.380 | 1.100
P=2037 | X=0208.870-0263.450 | Y=0480.820-0490.140 | Nguyễn Trãi
P=2037 | X=0208.870-0349.390 | Y=0496.940-0508.180 | Đường Quốc Đường Nơ Trang
P=2037 | X=0092.900-0189.270 | Y=0502.700-0513.940 | 34 Đường Lý Thái Tổ
P=2037 | X=0362.540-0387.590 | Y=0504.580-0513.900 | 4.100
P=2037 | X=0412.220-0437.270 | Y=0504.580-0513.900 | 2.900
P=2037 | X=0497.230-0522.280 | Y=0504.580-0513.900 | 2.500
P=2037 | X=0208.870-0230.790 | Y=0510.100-0519.420 | lộ 13
P=2037 | X=0272.020-0294.180 | Y=0510.100-0519.420 | Long
P=2037 | X=0208.870-0257.270 | Y=0526.220-0537.460 | Đường Nơ
P=2037 | X=0272.020-0341.390 | Y=0528.100-0537.420 | Ngã ba hồ Bom
P=2037 | X=0092.900-0189.270 | Y=0531.980-0543.220 | 35 Đường Lý Thái Tổ
P=2037 | X=0362.540-0387.590 | Y=0533.860-0543.180 | 3.700
P=2037 | X=0412.220-0437.260 | Y=0533.860-0543.180 | 2.600
P=2037 | X=0497.230-0522.280 | Y=0533.860-0543.180 | 2.200
P=2037 | X=0208.870-0260.080 | Y=0539.650-0548.970 | Trang Long
P=2037 | X=0272.020-0308.120 | Y=0539.650-0548.970 | Làng 10
P=2037 | X=0208.870-0255.070 | Y=0557.650-0566.970 | Ngã ba hố
P=2037 | X=0272.020-0348.360 | Y=0557.650-0566.970 | Giáp ranh xã Lộc
P=2037 | X=0092.900-0189.270 | Y=0561.530-0572.770 | 36 Đường Lý Thái Tổ
P=2037 | X=0362.540-0387.590 | Y=0563.410-0572.730 | 3.200
P=2037 | X=0412.220-0437.270 | Y=0563.410-0572.730 | 2.200
