TABLE=074 | AREA=Xã Lộc Quang | SECTION=agricultural | SEGMENTS=1
P=2055 | X=0104.930-0359.720 | Y=0629.950-0641.190 | Các tuyến đường đấu nối trực Thửa đất số Thửa đất số
P=2055 | X=0091.700-0226.680 | Y=0641.470-0652.710 | 33 tiếp ra đường ĐT 756 trong
P=2055 | X=0244.900-0356.840 | Y=0643.350-0652.670 | 150, tờ bản 281, tờ bản
P=2055 | X=0402.860-0419.500 | Y=0643.350-0652.670 | 105
P=2055 | X=0461.210-0472.330 | Y=0643.350-0652.670 | 84
P=2055 | X=0487.150-0498.270 | Y=0643.350-0652.670 | 67
P=2055 | X=0511.150-0522.270 | Y=0643.350-0652.670 | 44
P=2055 | X=0104.930-0283.140 | Y=0652.750-0663.990 | phạm vi 200m (tính từ HLLG) đồ số 22
P=2055 | X=0305.640-0338.360 | Y=0652.750-0663.990 | đồ số 5
P=2055 | X=0104.930-0359.720 | Y=0670.750-0681.990 | Các tuyến đường đấu nối trực Thửa đất, số Thửa đất số
P=2055 | X=0091.700-0226.680 | Y=0682.270-0693.510 | 34 tiếp ra đường ĐT 756 trong
P=2055 | X=0244.900-0356.840 | Y=0684.150-0693.470 | 281, tờ bản 223, tờ bản
P=2055 | X=0402.860-0419.500 | Y=0684.150-0693.470 | 105
P=2055 | X=0461.210-0472.330 | Y=0684.150-0693.470 | 84
P=2055 | X=0487.150-0498.270 | Y=0684.150-0693.470 | 67
P=2055 | X=0511.150-0522.270 | Y=0684.150-0693.470 | 44
P=2055 | X=0104.930-0277.620 | Y=0693.790-0705.030 | phạm vi 200m (tính từ HLLG) đồ số 5
P=2055 | X=0305.640-0343.880 | Y=0693.790-0705.030 | đồ số 68
P=2056 | X=0104.930-0359.720 | Y=0078.740-0089.980 | Các tuyến đường đấu nối trực Thửa đất số Thửa đất số
P=2056 | X=0091.700-0226.680 | Y=0090.260-0101.500 | 35 tiếp ra đường ĐT 756 trong
P=2056 | X=0244.900-0365.270 | Y=0090.260-0101.500 | 223, tờ bản 24, tờ bản đồ
P=2056 | X=0402.860-0419.500 | Y=0092.140-0101.460 | 105
P=2056 | X=0461.210-0472.330 | Y=0092.140-0101.460 | 84
P=2056 | X=0487.150-0498.270 | Y=0092.140-0101.460 | 67
P=2056 | X=0511.150-0522.270 | Y=0092.140-0101.460 | 44
P=2056 | X=0104.930-0283.140 | Y=0101.780-0113.020 | phạm vi 200m (tính từ HLLG) đồ số 68
P=2056 | X=0305.640-0329.960 | Y=0103.660-0112.980 | số 83
P=2056 | X=0104.930-0359.720 | Y=0119.810-0131.050 | Các tuyến đường đấu nối trực Thửa đất số Thửa đất số
P=2056 | X=0091.700-0226.680 | Y=0131.330-0142.570 | 36 tiếp ra đường ĐT 756 trong
P=2056 | X=0244.900-0356.840 | Y=0133.210-0142.530 | 385, tờ bản 255, tờ bản
P=2056 | X=0402.860-0419.500 | Y=0133.210-0142.530 | 112
P=2056 | X=0461.210-0472.330 | Y=0133.210-0142.530 | 90
P=2056 | X=0487.150-0498.270 | Y=0133.210-0142.530 | 72
P=2056 | X=0511.150-0522.270 | Y=0133.210-0142.530 | 44
P=2056 | X=0104.930-0283.140 | Y=0142.850-0154.090 | phạm vi 200m (tính từ HLLG) đồ số 54
P=2056 | X=0305.640-0343.880 | Y=0142.850-0154.090 | đồ số 54
P=2056 | X=0104.930-0359.720 | Y=0160.850-0172.090 | Các tuyến đường đấu nối trực Thửa đất số Thửa đất số
P=2056 | X=0091.700-0226.680 | Y=0172.370-0183.610 | 37 tiếp ra đường ĐT 756 trong
P=2056 | X=0244.900-0365.270 | Y=0172.370-0183.610 | 255, tờ bản 82, tờ bản đồ
P=2056 | X=0402.860-0419.500 | Y=0174.250-0183.570 | 112
P=2056 | X=0461.210-0472.330 | Y=0174.250-0183.570 | 90
P=2056 | X=0487.150-0498.270 | Y=0174.250-0183.570 | 72
P=2056 | X=0511.150-0522.270 | Y=0174.250-0183.570 | 44
P=2056 | X=0104.930-0283.140 | Y=0183.650-0194.890 | phạm vi 200m (tính từ HLLG) đồ số 54
P=2056 | X=0305.640-0324.440 | Y=0185.530-0194.850 | số 8
P=2056 | X=0244.900-0359.720 | Y=0201.670-0212.910 | Thửa đất số Thửa đất số
P=2056 | X=0104.930-0226.150 | Y=0207.430-0218.670 | Đường liên xã Lộc Quang -
P=2056 | X=0244.900-0365.270 | Y=0213.190-0224.430 | 92, tờ bản đồ 12, tờ bản đồ
P=2056 | X=0091.700-0102.820 | Y=0215.070-0224.390 | 38
P=2056 | X=0402.860-0419.500 | Y=0215.070-0224.390 | 112
P=2056 | X=0461.210-0472.330 | Y=0215.070-0224.390 | 90
P=2056 | X=0487.150-0498.270 | Y=0215.070-0224.390 | 72
P=2056 | X=0511.150-0522.270 | Y=0215.070-0224.390 | 44
P=2056 | X=0104.930-0144.590 | Y=0220.830-0230.150 | Lộc Ninh
P=2056 | X=0244.900-0269.220 | Y=0226.590-0235.910 | số 60
P=2056 | X=0305.640-0329.960 | Y=0226.590-0235.910 | số 51
P=2056 | X=0104.930-0240.660 | Y=0242.710-0253.950 | Các tuyến đường nhựa còn lại
P=2056 | X=0091.700-0102.820 | Y=0250.350-0259.670 | 39
P=2056 | X=0244.900-0295.160 | Y=0250.350-0259.670 | Toàn tuyến
P=2056 | X=0305.640-0355.880 | Y=0250.350-0259.670 | Toàn tuyến
P=2056 | X=0408.620-0419.740 | Y=0250.350-0259.670 | 70
P=2056 | X=0461.210-0472.330 | Y=0250.350-0259.670 | 56
P=2056 | X=0487.150-0498.270 | Y=0250.350-0259.670 | 45
P=2056 | X=0511.150-0522.270 | Y=0250.350-0259.670 | 44
P=2056 | X=0104.930-0162.850 | Y=0256.110-0265.430 | từ 3m trở lên
P=2056 | X=0104.930-0362.360 | Y=0272.230-0283.470 | Các tuyến đường giao thông nông thôn có bề rộng đường
P=2056 | X=0091.700-0102.820 | Y=0279.870-0289.190 | 40
P=2056 | X=0408.620-0419.740 | Y=0279.870-0289.190 | 60
P=2056 | X=0461.210-0472.330 | Y=0279.870-0289.190 | 48
P=2056 | X=0487.150-0498.270 | Y=0279.870-0289.190 | 60
P=2056 | X=0511.150-0522.270 | Y=0279.870-0289.190 | 48
P=2056 | X=0104.930-0270.180 | Y=0283.780-0295.020 | theo bản đồ địa chính từ 3,5m trở lên
P=2056 | X=0091.700-0214.470 | Y=0301.780-0313.020 | 41 Các tuyến đường còn lại
P=2056 | X=0408.620-0419.740 | Y=0303.660-0312.980 | 60
P=2056 | X=0461.210-0472.330 | Y=0303.660-0312.980 | 48
P=2056 | X=0487.150-0498.270 | Y=0303.660-0312.980 | 60
P=2056 | X=0511.150-0522.270 | Y=0303.660-0312.980 | 48
P=2056 | X=0090.020-0164.060 | Y=0321.420-0330.740 | 75. Xã Tân Khai
P=2056 | X=0288.580-0349.240 | Y=0337.540-0348.780 | Đoạn đường
P=2056 | X=0399.020-0415.410 | Y=0339.420-0348.740 | Giá
P=2056 | X=0432.890-0449.280 | Y=0339.420-0348.740 | Giá
P=2056 | X=0467.210-0483.600 | Y=0339.420-0348.740 | Giá
P=2056 | X=0499.150-0515.540 | Y=0345.180-0354.500 | Giá
P=2056 | X=0399.740-0414.860 | Y=0349.060-0360.300 | đất
P=2056 | X=0433.610-0448.730 | Y=0349.060-0360.300 | đất
P=2056 | X=0467.930-0483.050 | Y=0349.060-0360.300 | đất
P=2056 | X=0499.870-0514.990 | Y=0354.820-0366.060 | đất
P=2056 | X=0394.460-0486.080 | Y=0362.460-0371.780 | trồng trồng nuôi
P=2056 | X=0123.410-0230.580 | Y=0366.360-0377.600 | Tên đường giao thông
P=2056 | X=0092.180-0104.580 | Y=0368.240-0377.560 | TT
P=2056 | X=0495.550-0518.990 | Y=0368.240-0377.560 | rừng
P=2056 | X=0399.020-0415.660 | Y=0374.000-0383.320 | cây
P=2056 | X=0432.890-0488.250 | Y=0374.000-0383.320 | cây trồng
P=2056 | X=0263.620-0308.920 | Y=0375.240-0386.480 | Điểm đầu
P=2056 | X=0333.960-0381.900 | Y=0375.240-0386.480 | Điểm cuối
P=2056 | X=0498.670-0515.870 | Y=0379.760-0389.080 | sản
P=2056 | X=0399.980-0486.250 | Y=0385.520-0394.840 | lâu hằng thủy
P=2056 | X=0496.990-0517.630 | Y=0391.280-0400.600 | xuất
P=2056 | X=0396.860-0451.440 | Y=0395.160-0406.400 | năm năm
P=2056 | X=0466.730-0483.930 | Y=0397.040-0406.360 | sản
P=2056 | X=0247.540-0324.400 | Y=0415.280-0424.600 | Ranh giới xã Tân
P=2056 | X=0095.570-0190.230 | Y=0424.920-0436.160 | 1 Đường Quốc lộ 13
P=2056 | X=0247.540-0382.350 | Y=0424.920-0436.160 | Khai - Phường Trạm thu phí
P=2056 | X=0406.940-0423.580 | Y=0426.800-0436.120 | 384
P=2056 | X=0441.290-0457.930 | Y=0426.800-0436.120 | 307
P=2056 | X=0475.610-0492.250 | Y=0426.800-0436.120 | 215
P=2056 | X=0247.540-0293.230 | Y=0438.080-0447.400 | Bình Long
P=2056 | X=0325.560-0387.020 | Y=0454.220-0465.460 | Điểm đầu cây
P=2056 | X=0095.570-0190.230 | Y=0459.980-0471.220 | 2 Đường Quốc lộ 13
P=2056 | X=0247.540-0304.330 | Y=0461.860-0471.180 | Trạm thu phí
P=2056 | X=0406.940-0423.580 | Y=0461.860-0471.180 | 384
P=2056 | X=0441.290-0457.930 | Y=0461.860-0471.180 | 307
P=2056 | X=0475.610-0492.250 | Y=0461.860-0471.180 | 215
P=2056 | X=0325.560-0387.420 | Y=0465.740-0476.980 | xăng Tân Kiệt
P=2056 | X=0247.540-0309.000 | Y=0483.740-0494.980 | Điểm đầu cây
P=2056 | X=0325.560-0380.710 | Y=0483.740-0494.980 | Hết ranh đất
P=2056 | X=0095.570-0190.230 | Y=0489.500-0500.740 | 3 Đường Quốc lộ 13
P=2056 | X=0406.940-0423.580 | Y=0491.380-0500.700 | 384
P=2056 | X=0441.290-0457.930 | Y=0491.380-0500.700 | 307
P=2056 | X=0475.610-0492.250 | Y=0491.380-0500.700 | 215
P=2056 | X=0247.540-0309.410 | Y=0495.260-0506.500 | xăng Tấn Kiệt
P=2056 | X=0325.560-0388.600 | Y=0495.260-0506.500 | cây xăng ĐVT
P=2056 | X=0325.560-0382.530 | Y=0515.140-0524.460 | Ranh giới xã
P=2056 | X=0247.540-0308.200 | Y=0524.780-0536.020 | Giáp ranh đất
P=2056 | X=0325.560-0371.900 | Y=0526.660-0535.980 | Tân Khai -
P=2056 | X=0095.570-0190.230 | Y=0530.540-0541.780 | 4 Đường Quốc lộ 13
P=2056 | X=0406.940-0423.580 | Y=0532.420-0541.740 | 384
P=2056 | X=0441.290-0457.930 | Y=0532.420-0541.740 | 307
P=2056 | X=0475.610-0492.250 | Y=0532.420-0541.740 | 215
P=2056 | X=0247.540-0310.580 | Y=0536.330-0547.570 | cây xăng ĐVT
P=2056 | X=0325.560-0386.840 | Y=0536.330-0547.570 | Phường Minh
P=2056 | X=0325.560-0350.600 | Y=0547.850-0559.090 | Hưng
P=2056 | X=0247.540-0377.940 | Y=0565.850-0577.090 | Ngã ba tiếp giáp Ngã tư giao
P=2056 | X=0095.570-0235.020 | Y=0577.370-0588.610 | 5 Đường Trục Chính Bắc Nam
P=2056 | X=0247.540-0382.290 | Y=0577.370-0588.610 | đường Đông Tây đường Đông
P=2056 | X=0406.940-0423.580 | Y=0579.250-0588.570 | 216
P=2056 | X=0441.290-0457.930 | Y=0579.250-0588.570 | 173
P=2056 | X=0475.610-0492.250 | Y=0579.250-0588.570 | 138
P=2056 | X=0247.540-0258.660 | Y=0590.770-0600.090 | 10
P=2056 | X=0325.560-0350.830 | Y=0590.770-0600.090 | Tây 7
P=2056 | X=0325.560-0373.080 | Y=0608.770-0618.090 | Vòng xoay
P=2056 | X=0247.540-0299.920 | Y=0612.650-0623.890 | Ngã tư giao
P=2056 | X=0325.560-0386.350 | Y=0618.430-0629.670 | ngã năm giao
P=2056 | X=0095.570-0235.020 | Y=0624.190-0635.430 | 6 Đường Trục Chính Bắc Nam
P=2056 | X=0247.540-0323.850 | Y=0624.190-0635.430 | đường Đông Tây
P=2056 | X=0406.940-0423.580 | Y=0626.070-0635.390 | 216
P=2056 | X=0441.290-0457.930 | Y=0626.070-0635.390 | 173
P=2056 | X=0475.610-0492.250 | Y=0626.070-0635.390 | 138
P=2056 | X=0325.560-0382.290 | Y=0629.950-0641.190 | đường Đông
P=2056 | X=0247.540-0253.140 | Y=0637.590-0646.910 | 7
P=2056 | X=0325.560-0356.360 | Y=0643.350-0652.670 | Tây 15
P=2056 | X=0095.570-0235.020 | Y=0659.470-0670.710 | 7 Đường Trục Chính Bắc Nam
P=2056 | X=0247.540-0303.320 | Y=0659.470-0670.710 | Đoạn còn lại
P=2056 | X=0406.940-0423.580 | Y=0661.350-0670.670 | 216
P=2056 | X=0441.290-0457.930 | Y=0661.350-0670.670 | 173
P=2056 | X=0475.610-0492.250 | Y=0661.350-0670.670 | 138
P=2056 | X=0095.570-0191.390 | Y=0677.470-0688.710 | 8 Đường Bắc Nam 1
P=2056 | X=0247.540-0297.800 | Y=0679.350-0688.670 | Toàn tuyến
P=2056 | X=0406.940-0423.580 | Y=0679.350-0688.670 | 216
P=2056 | X=0441.290-0457.930 | Y=0679.350-0688.670 | 173
P=2056 | X=0475.610-0492.250 | Y=0679.350-0688.670 | 138
P=2056 | X=0095.570-0196.920 | Y=0695.470-0706.710 | 9 Đường Bắc Nam 1a
P=2056 | X=0247.540-0297.800 | Y=0697.350-0706.670 | Toàn tuyến
P=2056 | X=0406.940-0423.580 | Y=0697.350-0706.670 | 216
P=2056 | X=0441.290-0457.930 | Y=0697.350-0706.670 | 173
P=2056 | X=0475.610-0492.250 | Y=0697.350-0706.670 | 138
P=2057 | X=0092.900-0196.920 | Y=0078.740-0089.980 | 10 Đường Bắc Nam 1b
P=2057 | X=0247.540-0297.800 | Y=0080.620-0089.940 | Toàn tuyến
P=2057 | X=0406.940-0423.580 | Y=0080.620-0089.940 | 216
P=2057 | X=0441.290-0457.930 | Y=0080.620-0089.940 | 173
P=2057 | X=0475.610-0492.250 | Y=0080.620-0089.940 | 138
P=2057 | X=0092.900-0191.390 | Y=0096.740-0107.980 | 11 Đường Bắc Nam 2
P=2057 | X=0247.540-0297.800 | Y=0098.620-0107.940 | Toàn tuyến
P=2057 | X=0406.940-0423.580 | Y=0098.620-0107.940 | 216
P=2057 | X=0441.290-0457.930 | Y=0098.620-0107.940 | 173
P=2057 | X=0475.610-0492.250 | Y=0098.620-0107.940 | 138
P=2057 | X=0092.900-0191.390 | Y=0114.770-0126.010 | 12 Đường Bắc Nam 3
P=2057 | X=0247.540-0297.800 | Y=0116.650-0125.970 | Toàn tuyến
P=2057 | X=0406.940-0423.580 | Y=0116.650-0125.970 | 216
P=2057 | X=0441.290-0457.930 | Y=0116.650-0125.970 | 173
P=2057 | X=0475.610-0492.250 | Y=0116.650-0125.970 | 138
P=2057 | X=0247.540-0305.950 | Y=0132.770-0144.010 | Đường Đông
P=2057 | X=0325.560-0383.970 | Y=0132.770-0144.010 | Đường Đông
P=2057 | X=0092.900-0191.390 | Y=0138.530-0149.770 | 13 Đường Bắc Nam 4
P=2057 | X=0406.940-0423.580 | Y=0140.410-0149.730 | 216
P=2057 | X=0441.290-0457.930 | Y=0140.410-0149.730 | 173
P=2057 | X=0475.610-0492.250 | Y=0140.410-0149.730 | 138
P=2057 | X=0247.540-0272.810 | Y=0146.170-0155.490 | Tây 1
P=2057 | X=0325.560-0350.830 | Y=0146.170-0155.490 | Tây 7
P=2057 | X=0092.900-0196.920 | Y=0162.290-0173.530 | 14 Đường Bác Nam 4a
P=2057 | X=0247.540-0297.800 | Y=0164.170-0173.490 | Toàn tuyến
P=2057 | X=0406.940-0423.580 | Y=0164.170-0173.490 | 216
P=2057 | X=0441.290-0457.930 | Y=0164.170-0173.490 | 173
P=2057 | X=0475.610-0492.250 | Y=0164.170-0173.490 | 138
P=2057 | X=0092.900-0196.920 | Y=0180.290-0191.530 | 15 Đường Bắc Nam 4b
P=2057 | X=0247.540-0297.800 | Y=0182.170-0191.490 | Toàn tuyến
P=2057 | X=0406.940-0423.580 | Y=0182.170-0191.490 | 216
P=2057 | X=0441.290-0457.930 | Y=0182.170-0191.490 | 173
P=2057 | X=0475.610-0492.250 | Y=0182.170-0191.490 | 138
P=2057 | X=0247.540-0305.950 | Y=0198.310-0209.550 | Đường Đông
P=2057 | X=0325.560-0383.970 | Y=0198.310-0209.550 | Đường Đông
P=2057 | X=0092.900-0191.390 | Y=0204.070-0215.310 | 16 Đường Bắc Nam 5
P=2057 | X=0406.940-0423.580 | Y=0205.950-0215.270 | 216
P=2057 | X=0441.290-0457.930 | Y=0205.950-0215.270 | 173
P=2057 | X=0475.610-0492.250 | Y=0205.950-0215.270 | 138
P=2057 | X=0247.540-0272.810 | Y=0211.710-0221.030 | Tây 1
P=2057 | X=0325.560-0350.830 | Y=0211.710-0221.030 | Tây 7
P=2057 | X=0247.540-0377.030 | Y=0229.710-0239.030 | Ngã ba tiếp giáp Ngã ba tiếp
P=2057 | X=0092.900-0196.920 | Y=0239.350-0250.590 | 17 Đường Bắc Nam 5a
P=2057 | X=0247.540-0377.500 | Y=0239.350-0250.590 | đường Đông Tây giáp đường
P=2057 | X=0406.940-0423.580 | Y=0241.230-0250.550 | 216
P=2057 | X=0441.290-0457.930 | Y=0241.230-0250.550 | 173
P=2057 | X=0475.610-0492.250 | Y=0241.230-0250.550 | 138
P=2057 | X=0325.560-0377.470 | Y=0250.870-0262.110 | Đông Tây 7
P=2057 | X=0247.540-0253.140 | Y=0252.750-0262.070 | 5
P=2057 | X=0247.540-0377.030 | Y=0270.750-0280.070 | Ngã ba tiếp giáp Ngã ba tiếp
P=2057 | X=0092.900-0196.920 | Y=0280.390-0291.630 | 18 Đường Bắc Nam 5b
P=2057 | X=0247.540-0377.500 | Y=0280.390-0291.630 | đường Đông Tây giáp đường
P=2057 | X=0406.940-0423.580 | Y=0282.270-0291.590 | 216
P=2057 | X=0441.290-0457.930 | Y=0282.270-0291.590 | 173
P=2057 | X=0475.610-0492.250 | Y=0282.270-0291.590 | 138
P=2057 | X=0325.560-0377.470 | Y=0291.700-0302.940 | Đông Tây 7
P=2057 | X=0247.540-0253.140 | Y=0293.580-0302.900 | 5
P=2057 | X=0247.540-0377.030 | Y=0311.580-0320.900 | Ngã ba tiếp giáp Ngã ba tiếp
P=2057 | X=0092.900-0196.350 | Y=0321.220-0332.460 | 19 Đường Bắc Nam 5c
P=2057 | X=0247.540-0377.500 | Y=0321.220-0332.460 | đường Đông Tây giáp đường
P=2057 | X=0406.940-0423.580 | Y=0323.100-0332.420 | 216
P=2057 | X=0441.290-0457.930 | Y=0323.100-0332.420 | 173
P=2057 | X=0475.610-0492.250 | Y=0323.100-0332.420 | 138
P=2057 | X=0325.560-0377.470 | Y=0332.740-0343.980 | Đông Tây 7
P=2057 | X=0247.540-0253.140 | Y=0334.620-0343.940 | 5
P=2057 | X=0325.560-0356.300 | Y=0350.740-0361.980 | Ngã tư
P=2057 | X=0092.900-0196.920 | Y=0362.260-0373.500 | 20 Đường Bác Nam 12
P=2057 | X=0247.540-0376.290 | Y=0362.260-0373.500 | Đường ĐT 756C Đường vào
P=2057 | X=0406.940-0423.580 | Y=0364.140-0373.460 | 216
P=2057 | X=0441.290-0457.930 | Y=0364.140-0373.460 | 173
P=2057 | X=0475.610-0492.250 | Y=0364.140-0373.460 | 138
P=2057 | X=0325.560-0386.780 | Y=0373.800-0385.040 | cầu Huyện ủy
P=2057 | X=0092.900-0235.270 | Y=0391.800-0403.040 | 21 Đường Trục chính Đông Tây
P=2057 | X=0247.540-0297.800 | Y=0393.680-0403.000 | Toàn tuyến
P=2057 | X=0406.940-0423.580 | Y=0393.680-0403.000 | 216
P=2057 | X=0441.290-0457.930 | Y=0393.680-0403.000 | 173
P=2057 | X=0475.610-0492.250 | Y=0393.680-0403.000 | 138
P=2057 | X=0325.560-0377.940 | Y=0409.800-0421.040 | Ngã tư giao
P=2057 | X=0247.540-0320.600 | Y=0417.440-0426.760 | Ngã ba tiếp giáp
P=2057 | X=0325.560-0375.260 | Y=0421.320-0432.560 | đường trục
P=2057 | X=0092.900-0193.560 | Y=0427.080-0438.320 | 22 Đường Đông Tây 1
P=2057 | X=0247.540-0315.080 | Y=0427.080-0438.320 | đường Quốc lộ
P=2057 | X=0406.940-0423.580 | Y=0428.960-0438.280 | 216
P=2057 | X=0441.290-0457.930 | Y=0428.960-0438.280 | 173
P=2057 | X=0475.610-0492.250 | Y=0428.960-0438.280 | 138
P=2057 | X=0325.560-0370.220 | Y=0434.720-0444.040 | chính Bắc
P=2057 | X=0247.540-0258.660 | Y=0440.480-0449.800 | 13
P=2057 | X=0325.560-0346.680 | Y=0446.240-0455.560 | Nam
P=2057 | X=0247.540-0299.920 | Y=0462.380-0473.620 | Ngã tư giao
P=2057 | X=0325.560-0377.940 | Y=0462.380-0473.620 | Ngã tư giao
P=2057 | X=0092.900-0193.550 | Y=0473.900-0485.140 | 23 Đường Đồng Tây 1
P=2057 | X=0247.540-0375.740 | Y=0473.900-0485.140 | đường trục chính đường Bắc
P=2057 | X=0406.940-0423.580 | Y=0475.780-0485.100 | 216
P=2057 | X=0441.290-0457.930 | Y=0475.780-0485.100 | 173
P=2057 | X=0475.610-0492.250 | Y=0475.780-0485.100 | 138
P=2057 | X=0247.540-0288.570 | Y=0487.300-0496.620 | Bắc Nam
P=2057 | X=0325.560-0355.380 | Y=0487.300-0496.620 | Nam 7
P=2057 | X=0325.560-0377.940 | Y=0503.420-0514.660 | Ngã tư giao
P=2057 | X=0247.540-0320.600 | Y=0511.060-0520.380 | Ngã ba tiếp giáp
P=2057 | X=0325.560-0375.260 | Y=0514.940-0526.180 | đường trục
P=2057 | X=0092.900-0193.570 | Y=0520.460-0531.700 | 24 Đường Đông Tây 2
P=2057 | X=0247.540-0321.470 | Y=0520.460-0531.700 | đường Bắc Nam
P=2057 | X=0406.940-0423.580 | Y=0522.340-0531.660 | 216
P=2057 | X=0441.290-0457.930 | Y=0522.340-0531.660 | 173
P=2057 | X=0475.610-0492.250 | Y=0522.340-0531.660 | 138
P=2057 | X=0325.560-0370.220 | Y=0528.100-0537.420 | chính Bắc
P=2057 | X=0247.540-0253.140 | Y=0533.860-0543.180 | 1
P=2057 | X=0325.560-0346.680 | Y=0539.650-0548.970 | Nam
P=2057 | X=0247.540-0299.920 | Y=0555.770-0567.010 | Ngã tư giao
P=2057 | X=0325.560-0377.030 | Y=0557.650-0566.970 | Ngã ba tiếp
P=2057 | X=0092.900-0193.560 | Y=0567.290-0578.530 | 25 Đường Đông Tây 2
P=2057 | X=0247.540-0377.500 | Y=0567.290-0578.530 | đường trục chính giáp đường
P=2057 | X=0406.940-0423.580 | Y=0569.170-0578.490 | 216
P=2057 | X=0441.290-0457.930 | Y=0569.170-0578.490 | 173
P=2057 | X=0475.610-0492.250 | Y=0569.170-0578.490 | 138
P=2057 | X=0247.540-0288.570 | Y=0580.690-0590.010 | Bắc Nam
P=2057 | X=0325.560-0375.290 | Y=0580.690-0590.010 | Bắc Nam 7
P=2057 | X=0325.560-0377.980 | Y=0596.810-0608.050 | Ngã tư giao
P=2057 | X=0247.540-0320.600 | Y=0604.450-0613.770 | Ngã ba tiếp giáp
P=2057 | X=0325.560-0375.260 | Y=0608.330-0619.570 | đường trục
P=2057 | X=0092.900-0193.560 | Y=0614.090-0625.330 | 26 Đường Đông Tây 3
P=2057 | X=0247.540-0315.080 | Y=0614.090-0625.330 | đường Quốc lộ
P=2057 | X=0406.940-0423.580 | Y=0615.970-0625.290 | 216
P=2057 | X=0441.290-0457.930 | Y=0615.970-0625.290 | 173
P=2057 | X=0475.610-0492.250 | Y=0615.970-0625.290 | 138
P=2057 | X=0325.560-0370.220 | Y=0621.750-0631.070 | chính Bắc
P=2057 | X=0247.540-0258.660 | Y=0627.510-0636.830 | 13
P=2057 | X=0325.560-0346.680 | Y=0633.270-0642.590 | Nam
P=2057 | X=0247.540-0299.920 | Y=0649.390-0660.630 | Ngã tư giao
P=2057 | X=0325.560-0377.030 | Y=0651.270-0660.590 | Ngã ba tiếp
P=2057 | X=0092.900-0193.560 | Y=0660.910-0672.150 | 27 Đường Đông Tây 3
P=2057 | X=0247.540-0377.500 | Y=0660.910-0672.150 | đường trục chính giáp đường
P=2057 | X=0406.940-0423.580 | Y=0662.790-0672.110 | 216
P=2057 | X=0441.290-0457.930 | Y=0662.790-0672.110 | 173
P=2057 | X=0475.610-0492.250 | Y=0662.790-0672.110 | 138
P=2057 | X=0247.540-0288.570 | Y=0674.310-0683.630 | Bắc Nam
P=2057 | X=0325.560-0375.290 | Y=0674.310-0683.630 | Bắc Nam 7
P=2057 | X=0092.900-0193.560 | Y=0690.430-0701.670 | 28 Đường Đông Tây 4
P=2057 | X=0247.540-0297.800 | Y=0692.310-0701.630 | Toàn tuyến
P=2057 | X=0406.940-0423.580 | Y=0692.310-0701.630 | 216
P=2057 | X=0441.290-0457.930 | Y=0692.310-0701.630 | 173
P=2057 | X=0475.610-0492.250 | Y=0692.310-0701.630 | 138
P=2057 | X=0092.900-0199.090 | Y=0708.450-0719.690 | 29 Đường Đông Tây 4a
P=2057 | X=0247.540-0377.020 | Y=0710.340-0719.660 | Ngã ba tiếp giáp Ngã ba tiếp
P=2057 | X=0406.940-0423.580 | Y=0710.340-0719.660 | 216
P=2057 | X=0441.290-0457.930 | Y=0710.340-0719.660 | 173
P=2057 | X=0475.610-0492.250 | Y=0710.340-0719.660 | 138
P=2058 | X=0247.540-0377.500 | Y=0072.740-0083.980 | Đường Quốc lộ giáp đường
P=2058 | X=0247.540-0258.660 | Y=0086.140-0095.460 | 13
P=2058 | X=0325.560-0375.290 | Y=0086.140-0095.460 | Bắc Nam 2
P=2058 | X=0247.540-0377.030 | Y=0104.140-0113.460 | Ngã ba tiếp giáp Ngã ba tiếp
P=2058 | X=0092.900-0199.090 | Y=0113.780-0125.020 | 30 Đường Đông Tây 4b
P=2058 | X=0247.540-0377.500 | Y=0113.780-0125.020 | đường Bắc Nam giáp đường
P=2058 | X=0406.940-0423.580 | Y=0115.660-0124.980 | 216
P=2058 | X=0441.290-0457.930 | Y=0115.660-0124.980 | 173
P=2058 | X=0475.610-0492.250 | Y=0115.660-0124.980 | 138
P=2058 | X=0325.560-0375.780 | Y=0125.330-0136.570 | Đắc Nam 7
P=2058 | X=0247.540-0253.140 | Y=0127.210-0136.530 | 5
P=2058 | X=0247.540-0377.030 | Y=0145.210-0154.530 | Ngã ba tiếp giáp Ngã ba tiếp
P=2058 | X=0092.900-0198.520 | Y=0154.850-0166.090 | 31 Đường Đông Tây 4c
P=2058 | X=0247.540-0377.500 | Y=0154.850-0166.090 | đường Bắc Nam giáp đường
P=2058 | X=0406.940-0423.580 | Y=0156.730-0166.050 | 216
P=2058 | X=0441.290-0457.930 | Y=0156.730-0166.050 | 173
P=2058 | X=0475.610-0492.250 | Y=0156.730-0166.050 | 138
P=2058 | X=0247.540-0253.140 | Y=0168.250-0177.570 | 5
P=2058 | X=0325.560-0375.290 | Y=0168.250-0177.570 | Bắc Nam 7
P=2058 | X=0247.540-0377.030 | Y=0186.250-0195.570 | Ngã ba tiếp giáp Ngã ba tiếp
P=2058 | X=0092.900-0193.570 | Y=0195.650-0206.890 | 32 Đường Đông Tây 5
P=2058 | X=0247.540-0377.500 | Y=0195.650-0206.890 | đường Quốc lộ giáp đường
P=2058 | X=0406.940-0423.580 | Y=0197.530-0206.850 | 216
P=2058 | X=0441.290-0457.930 | Y=0197.530-0206.850 | 173
